year,stage,position,rider,team,time
2023,16,122,RickaertJonas,Alpecin - Deceuninck,",,7:15"
2023,16,123,WærenskjoldSøren,Uno-X Pro Cycling Team,7:217:21
2023,16,124,BoivinGuillaume,Israel - Premier Tech,7:257:25
2023,16,125,TeunissenMike,Intermarché - Circus - Wanty,",,7:25"
2023,16,126,van PoppelDanny,BORA - hansgrohe,7:267:26
2023,16,127,UránRigoberto,EF Education - EasyPost,7:287:28
2023,16,128,GuglielmiSimon,Team Arkéa Samsic,7:297:29
2023,16,129,NaesenOliver,AG2R Citroën Team,7:317:31
2023,16,130,SolerMarc,UAE Team Emirates,7:327:32
2023,16,131,MozzatoLuca,Team Arkéa Samsic,",,7:32"
2023,16,132,BuchmannEmanuel,BORA - hansgrohe,7:347:34
2023,16,133,LafayVictor,Cofidis,7:357:35
2023,16,134,Boasson HagenEdvald,TotalEnergies,7:367:36
2023,16,135,BernalEgan,INEOS Grenadiers,7:417:41
2023,16,136,SmithDion,Intermarché - Circus - Wanty,7:447:44
2023,16,137,BettiolAlberto,EF Education - EasyPost,7:457:45
2023,16,138,DillierSilvan,Alpecin - Deceuninck,7:527:52
2023,16,139,EekhoffNils,Team dsm - firmenich,",,7:52"
2023,16,140,TeunsDylan,Israel - Premier Tech,7:577:57
2023,16,141,ReindersElmar,Team Jayco AlUla,7:587:58
2023,16,142,AmadorAndrey,EF Education - EasyPost,8:008:00
2023,16,143,ClarkeSimon,Israel - Premier Tech,8:028:02
2023,16,144,EenkhoornPascal,Lotto Dstny,8:078:07
2023,16,145,MeeusJordi,BORA - hansgrohe,8:098:09
2023,16,146,CosnefroyBenoît,AG2R Citroën Team,8:138:13
2023,16,147,CharmigAnthon,Uno-X Pro Cycling Team,8:178:17
2023,16,148,BauhausPhil,Bahrain - Victorious,8:188:18
2023,16,149,BolCees,Astana Qazaqstan Team,8:198:19
2023,16,150,PetitAdrien,Intermarché - Circus - Wanty,8:218:21
2023,16,151,CortMagnus,EF Education - EasyPost,8:328:32
2023,16,152,MezgecLuka,Team Jayco AlUla,8:428:42
2023,16,153,DegenkolbJohn,Team dsm - firmenich,8:438:43
2023,16,154,GroenewegenDylan,Team Jayco AlUla,9:439:43
2023,16,155,CampenaertsVictor,Lotto Dstny,10:0010:00
2023,16,156,RenardAlexis,Cofidis,10:4610:46
2023,16,DNS,JorgensonMatteo,Movistar Team,
2023,17,1,GallFelix,AG2R Citroën Team,4:49:084:49:08
2023,17,2,YatesSimon,Team Jayco AlUla,0:340:34
2023,17,3,BilbaoPello,Bahrain - Victorious,1:381:38
2023,17,4,VingegaardJonas,Jumbo-Visma,1:521:52
2023,17,5,GauduDavid,Groupama - FDJ,2:092:09
2023,17,6,JohannessenTobias Halland,Uno-X Pro Cycling Team,2:392:39
2023,17,7,HarperChris,Team Jayco AlUla,2:502:50
2023,17,8,MajkaRafał,UAE Team Emirates,3:433:43
2023,17,9,YatesAdam,UAE Team Emirates,",,3:43"
2023,17,10,KeldermanWilco,Jumbo-Visma,3:493:49
2023,17,11,PinotThibaut,Groupama - FDJ,3:553:55
2023,17,12,HindleyJai,BORA - hansgrohe,4:254:25
2023,17,13,MadouasValentin,Groupama - FDJ,4:364:36
2023,17,14,MartinGuillaume,Cofidis,4:474:47
2023,17,15,RodríguezCarlos,INEOS Grenadiers,4:544:54
2023,17,16,KussSepp,Jumbo-Visma,5:435:43
2023,17,17,ZimmermannGeorg,Intermarché - Circus - Wanty,5:565:56
2023,17,18,KwiatkowskiMichał,INEOS Grenadiers,6:546:54
2023,17,19,BenootTiesj,Jumbo-Visma,7:177:17
2023,17,20,BarguilWarren,Team Arkéa Samsic,7:337:33
2023,17,21,SolerMarc,UAE Team Emirates,7:377:37
2023,17,22,PogačarTadej,UAE Team Emirates,",,7:37"
2023,17,23,SchultzNick,Israel - Premier Tech,8:158:15
2023,17,24,O'ConnorBen,AG2R Citroën Team,9:019:01
2023,17,25,JungelsBob,BORA - hansgrohe,9:219:21
2023,17,26,DinhamMatthew,Team dsm - firmenich,10:4010:40
2023,17,27,CastroviejoJonathan,INEOS Grenadiers,10:5010:50
2023,17,28,ChampoussinClément,Team Arkéa Samsic,12:0612:06
2023,17,29,GregaardJonas,Uno-X Pro Cycling Team,12:1212:12
2023,17,30,VermaerkeKevin,Team dsm - firmenich,12:3412:34
2023,17,31,GuglielmiSimon,Team Arkéa Samsic,16:2016:20
2023,17,32,PoelsWout,Bahrain - Victorious,18:3318:33
2023,17,33,HaigJack,Bahrain - Victorious,",,18:33"
2023,17,34,GroßschartnerFelix,UAE Team Emirates,18:5418:54
2023,17,35,MühlbergerGregor,Movistar Team,19:4219:42
2023,17,36,van BaarleDylan,Jumbo-Visma,20:3820:38
2023,17,37,Paret-PeintreAurélien,AG2R Citroën Team,21:2221:22
2023,17,38,AlaphilippeJulian,Soudal Quick-Step,23:2623:26
2023,17,39,PetersNans,AG2R Citroën Team,",,23:26"
2023,17,40,CostaRui,Intermarché - Circus - Wanty,23:2923:29
2023,17,41,van AertWout,Jumbo-Visma,24:3124:31
2023,17,42,CicconeGiulio,Lidl - Trek,24:5524:55
2023,17,43,HouleHugo,Israel - Premier Tech,25:1625:16
2023,17,44,PolittNils,BORA - hansgrohe,25:5325:53
2023,17,45,KüngStefan,Groupama - FDJ,26:2126:21
2023,17,46,DevenynsDries,Soudal Quick-Step,27:1127:11
2023,17,47,SkjelmoseMattias,Lidl - Trek,27:3127:31
2023,17,48,GenietsKevin,Groupama - FDJ,",,27:31"
2023,17,49,LutsenkoAlexey,Astana Qazaqstan Team,",,27:31"
2023,17,50,van den BergLars,Groupama - FDJ,",,27:31"
2023,17,51,TræenTorstein,Uno-X Pro Cycling Team,27:4127:41
2023,17,52,BuchmannEmanuel,BORA - hansgrohe,28:4828:48
2023,17,53,FraileOmar,INEOS Grenadiers,29:2429:24
2023,17,54,OliveiraNelson,Movistar Team,29:2929:29
2023,17,55,UránRigoberto,EF Education - EasyPost,29:5929:59
2023,17,56,CortMagnus,EF Education - EasyPost,",,29:59"
2023,17,57,van der PoelMathieu,Alpecin - Deceuninck,30:5430:54
2023,17,58,VermeerschFlorian,Lotto Dstny,32:0532:05
2023,17,59,PerezAnthony,Cofidis,",,32:05"
2023,17,60,CraddockLawson,Team Jayco AlUla,33:5533:55
2023,17,61,AsgreenKasper,Soudal Quick-Step,",,33:55"
2023,17,62,Van HooydonckNathan,Jumbo-Visma,34:1934:19
2023,17,63,TurgisAnthony,TotalEnergies,34:4734:47
2023,17,64,LatourPierre,TotalEnergies,35:1335:13
2023,17,65,CoquardBryan,Cofidis,35:2935:29
2023,17,66,BjergMikkel,UAE Team Emirates,35:3935:39
2023,17,67,AbrahamsenJonas,Uno-X Pro Cycling Team,35:5535:55
2023,17,68,CharmigAnthon,Uno-X Pro Cycling Team,",,35:55"
2023,17,69,PacherQuentin,Groupama - FDJ,",,35:55"
2023,17,70,LaengenVegard Stake,UAE Team Emirates,35:5735:57
2023,17,71,TrentinMatteo,UAE Team Emirates,",,35:57"
2023,17,72,PidcockTom,INEOS Grenadiers,",,35:57"
2023,17,73,Juul-JensenChristopher,Team Jayco AlUla,36:1336:13
2023,17,74,LaporteChristophe,Jumbo-Visma,36:2936:29
2023,17,75,EenkhoornPascal,Lotto Dstny,36:3336:33
2023,17,76,BurgaudeauMathieu,TotalEnergies,",,36:33"
2023,17,77,Van GilsMaxim,Lotto Dstny,",,36:33"
2023,17,78,FerronValentin,TotalEnergies,",,36:33"
2023,17,79,LandaMikel,Bahrain - Victorious,",,36:33"
2023,17,80,IzagirreIon,Cofidis,",,36:33"
2023,17,81,HermansQuinten,Alpecin - Deceuninck,",,36:33"
2023,17,82,TillerRasmus,Uno-X Pro Cycling Team,",,36:33"
2023,17,83,CavagnaRémi,Soudal Quick-Step,",,36:33"
2023,17,84,DelaplaceAnthony,Team Arkéa Samsic,",,36:33"
2023,17,85,PowlessNeilson,EF Education - EasyPost,",,36:33"
2023,17,86,WrightFred,Bahrain - Victorious,",,36:33"
2023,17,87,SmithDion,Intermarché - Circus - Wanty,",,36:33"
2023,17,88,GoglMichael,Alpecin - Deceuninck,",,36:33"
2023,17,89,BerthetClément,AG2R Citroën Team,",,36:33"
2023,17,90,IzagirreGorka,Movistar Team,",,36:33"
2023,17,91,DillierSilvan,Alpecin - Deceuninck,",,36:33"
2023,17,92,PichonLaurent,Team Arkéa Samsic,",,36:33"
2023,17,93,DewulfStan,AG2R Citroën Team,",,36:33"
2023,17,94,De BuystJasper,Lotto Dstny,",,36:33"
2023,17,95,CosnefroyBenoît,AG2R Citroën Team,",,36:33"
2023,17,96,EekhoffNils,Team dsm - firmenich,",,36:33"
2023,17,97,TeunsDylan,Israel - Premier Tech,",,36:33"
2023,17,98,PhilipsenJasper,Alpecin - Deceuninck,",,36:33"
2023,17,99,HamiltonChris,Team dsm - firmenich,",,36:33"
2023,17,100,WoodsMichael,Israel - Premier Tech,",,36:33"
2023,17,101,OssDaniel,TotalEnergies,",,36:33"
2023,17,102,LouvelMatis,Team Arkéa Samsic,",,36:33"
2023,17,103,NaesenOliver,AG2R Citroën Team,",,36:33"
2023,17,104,AmadorAndrey,EF Education - EasyPost,",,36:33"
2023,17,105,StrongCorbin,Israel - Premier Tech,",,36:33"
2023,17,106,AranburuAlex,Movistar Team,",,36:33"
2023,17,107,LafayVictor,Cofidis,",,36:33"
2023,17,108,TeunissenMike,Intermarché - Circus - Wanty,",,36:33"
2023,17,109,Le GacOlivier,Groupama - FDJ,36:4536:45
2023,17,110,LampaertYves,Soudal Quick-Step,36:5136:51
2023,17,111,StuyvenJasper,Lidl - Trek,",,36:51"
2023,17,112,DeclercqTim,Soudal Quick-Step,",,36:51"
2023,17,113,van PoppelDanny,BORA - hansgrohe,",,36:51"
2023,17,114,ArndtNikias,Bahrain - Victorious,37:0737:07
2023,17,115,MosconGianni,Astana Qazaqstan Team,37:2637:26
2023,17,116,MohoričMatej,Bahrain - Victorious,37:3137:31
2023,17,117,BoivinGuillaume,Israel - Premier Tech,",,37:31"
2023,17,118,ClarkeSimon,Israel - Premier Tech,",,37:31"
2023,17,119,KonradPatrick,BORA - hansgrohe,37:3337:33
2023,17,120,NeilandsKrists,Israel - Premier Tech,37:3637:36
2023,17,121,Boasson HagenEdvald,TotalEnergies,37:3937:39
2023,17,122,WelsfordSam,Team dsm - firmenich,37:4337:43
2023,17,123,BettiolAlberto,EF Education - EasyPost,37:5437:54
2023,17,124,BernalEgan,INEOS Grenadiers,",,37:54"
2023,17,125,TejadaHarold,Astana Qazaqstan Team,",,37:54"
2023,17,126,HallerMarco,BORA - hansgrohe,",,37:54"
2023,17,127,CalmejaneLilian,Intermarché - Circus - Wanty,38:1238:12
2023,17,128,RickaertJonas,Alpecin - Deceuninck,38:3338:33
2023,17,129,DegenkolbJohn,Team dsm - firmenich,38:3538:35
2023,17,130,EdmondsonAlex,Team dsm - firmenich,",,38:35"
2023,17,131,DurbridgeLuke,Team Jayco AlUla,38:4238:42
2023,17,132,Kragh AndersenSøren,Alpecin - Deceuninck,38:4638:46
2023,17,133,LópezJuan Pedro,Lidl - Trek,38:4938:49
2023,17,134,GallopinTony,Lidl - Trek,",,38:49"
2023,17,135,KristoffAlexander,Uno-X Pro Cycling Team,38:5338:53
2023,17,136,SaganPeter,TotalEnergies,39:0339:03
2023,17,137,CampenaertsVictor,Lotto Dstny,",,39:03"
2023,17,138,GirmayBiniam,Intermarché - Circus - Wanty,",,39:03"
2023,17,139,MozzatoLuca,Team Arkéa Samsic,39:0539:05
2023,17,140,BiermansJenthe,Team Arkéa Samsic,",,39:05"
2023,17,141,ZingleAxel,Cofidis,39:3439:34
2023,17,142,MeeusJordi,BORA - hansgrohe,40:0940:09
2023,17,143,FedorovYevgeniy,Astana Qazaqstan Team,41:3941:39
2023,17,144,BolCees,Astana Qazaqstan Team,",,41:39"
2023,17,145,MørkøvMichael,Soudal Quick-Step,41:4941:49
2023,17,146,PedersenMads,Lidl - Trek,41:5041:50
2023,17,147,KirschAlex,Lidl - Trek,",,41:50"
2023,17,148,PetitAdrien,Intermarché - Circus - Wanty,42:0242:02
2023,17,149,WærenskjoldSøren,Uno-X Pro Cycling Team,42:1442:14
2023,17,150,ReindersElmar,Team Jayco AlUla,42:2042:20
2023,17,151,GroenewegenDylan,Team Jayco AlUla,",,42:20"
2023,17,152,MezgecLuka,Team Jayco AlUla,",,42:20"
2023,17,153,FrisonFrederik,Lotto Dstny,42:3242:32
2023,17,154,GeschkeSimon,Cofidis,44:5644:56
2023,17,DNF,BauhausPhil,Bahrain - Victorious,
2023,17,DNS,RenardAlexis,Cofidis,
2023,18,1,AsgreenKasper,Soudal Quick-Step,4:06:484:06:48
2023,18,2,EenkhoornPascal,Lotto Dstny,",,0:00"
2023,18,3,AbrahamsenJonas,Uno-X Pro Cycling Team,",,0:00"
2023,18,4,PhilipsenJasper,Alpecin - Deceuninck,",,0:00"
2023,18,5,PedersenMads,Lidl - Trek,",,0:00"
2023,18,6,BolCees,Astana Qazaqstan Team,",,0:00"
2023,18,7,MeeusJordi,BORA - hansgrohe,",,0:00"
2023,18,8,TrentinMatteo,UAE Team Emirates,",,0:00"
2023,18,9,LaporteChristophe,Jumbo-Visma,",,0:00"
2023,18,10,MozzatoLuca,Team Arkéa Samsic,",,0:00"
2023,18,11,KristoffAlexander,Uno-X Pro Cycling Team,",,0:00"
2023,18,12,De BuystJasper,Lotto Dstny,",,0:00"
2023,18,13,StrongCorbin,Israel - Premier Tech,",,0:00"
2023,18,14,AranburuAlex,Movistar Team,",,0:00"
2023,18,15,SaganPeter,TotalEnergies,",,0:00"
2023,18,16,CampenaertsVictor,Lotto Dstny,",,0:00"
2023,18,17,GroenewegenDylan,Team Jayco AlUla,",,0:00"
2023,18,18,ArndtNikias,Bahrain - Victorious,",,0:00"
2023,18,19,GirmayBiniam,Intermarché - Circus - Wanty,",,0:00"
2023,18,20,WelsfordSam,Team dsm - firmenich,",,0:00"
2023,18,21,CoquardBryan,Cofidis,",,0:00"
2023,18,22,StuyvenJasper,Lidl - Trek,",,0:00"
2023,18,23,WærenskjoldSøren,Uno-X Pro Cycling Team,",,0:00"
2023,18,24,BoivinGuillaume,Israel - Premier Tech,",,0:00"
2023,18,25,MezgecLuka,Team Jayco AlUla,",,0:00"
2023,18,26,PogačarTadej,UAE Team Emirates,",,0:00"
2023,18,27,MørkøvMichael,Soudal Quick-Step,",,0:00"
2023,18,28,VingegaardJonas,Jumbo-Visma,",,0:00"
2023,18,29,WrightFred,Bahrain - Victorious,",,0:00"
2023,18,30,van PoppelDanny,BORA - hansgrohe,",,0:00"
2023,18,31,BenootTiesj,Jumbo-Visma,",,0:00"
2023,18,32,NaesenOliver,AG2R Citroën Team,",,0:00"
2023,18,33,GallFelix,AG2R Citroën Team,",,0:00"
2023,18,34,IzagirreGorka,Movistar Team,",,0:00"
2023,18,35,HouleHugo,Israel - Premier Tech,",,0:00"
2023,18,36,GauduDavid,Groupama - FDJ,",,0:00"
2023,18,37,DewulfStan,AG2R Citroën Team,",,0:00"
2023,18,38,CosnefroyBenoît,AG2R Citroën Team,",,0:00"
2023,18,39,RodríguezCarlos,INEOS Grenadiers,",,0:00"
2023,18,40,KwiatkowskiMichał,INEOS Grenadiers,",,0:00"
2023,18,41,EdmondsonAlex,Team dsm - firmenich,",,0:00"
2023,18,42,JungelsBob,BORA - hansgrohe,",,0:00"
2023,18,43,YatesAdam,UAE Team Emirates,",,0:00"
2023,18,44,MadouasValentin,Groupama - FDJ,",,0:00"
2023,18,45,HindleyJai,BORA - hansgrohe,",,0:00"
2023,18,46,SmithDion,Intermarché - Circus - Wanty,",,0:00"
2023,18,47,MajkaRafał,UAE Team Emirates,",,0:00"
2023,18,48,MartinGuillaume,Cofidis,",,0:00"
2023,18,49,KussSepp,Jumbo-Visma,",,0:00"
2023,18,50,TurgisAnthony,TotalEnergies,",,0:00"
2023,18,51,YatesSimon,Team Jayco AlUla,",,0:00"
2023,18,52,BilbaoPello,Bahrain - Victorious,",,0:00"
2023,18,53,LampaertYves,Soudal Quick-Step,",,0:00"
2023,18,54,van der PoelMathieu,Alpecin - Deceuninck,",,0:00"
2023,18,55,ZimmermannGeorg,Intermarché - Circus - Wanty,",,0:00"
2023,18,56,TeunissenMike,Intermarché - Circus - Wanty,",,0:00"
2023,18,57,BiermansJenthe,Team Arkéa Samsic,",,0:00"
2023,18,58,KüngStefan,Groupama - FDJ,",,0:00"
2023,18,59,CastroviejoJonathan,INEOS Grenadiers,",,0:00"
2023,18,60,GenietsKevin,Groupama - FDJ,",,0:00"
2023,18,61,HarperChris,Team Jayco AlUla,",,0:00"
2023,18,62,OssDaniel,TotalEnergies,",,0:00"
2023,18,63,KeldermanWilco,Jumbo-Visma,",,0:00"
2023,18,64,PinotThibaut,Groupama - FDJ,",,0:00"
2023,18,65,VermeerschFlorian,Lotto Dstny,",,0:00"
2023,18,66,ZingleAxel,Cofidis,",,0:00"
2023,18,67,LandaMikel,Bahrain - Victorious,",,0:00"
2023,18,68,DegenkolbJohn,Team dsm - firmenich,",,0:00"
2023,18,69,Boasson HagenEdvald,TotalEnergies,",,0:00"
2023,18,70,CavagnaRémi,Soudal Quick-Step,",,0:00"
2023,18,71,DelaplaceAnthony,Team Arkéa Samsic,",,0:00"
2023,18,72,van den BergLars,Groupama - FDJ,",,0:00"
2023,18,73,BerthetClément,AG2R Citroën Team,",,0:00"
2023,18,74,BarguilWarren,Team Arkéa Samsic,",,0:00"
2023,18,75,TillerRasmus,Uno-X Pro Cycling Team,",,0:00"
2023,18,76,O'ConnorBen,AG2R Citroën Team,",,0:00"
2023,18,77,KirschAlex,Lidl - Trek,0:230:23
2023,18,78,EekhoffNils,Team dsm - firmenich,0:260:26
2023,18,79,NeilandsKrists,Israel - Premier Tech,0:280:28
2023,18,80,LouvelMatis,Team Arkéa Samsic,",,0:28"
2023,18,81,AlaphilippeJulian,Soudal Quick-Step,",,0:28"
2023,18,82,RickaertJonas,Alpecin - Deceuninck,0:340:34
2023,18,83,DevenynsDries,Soudal Quick-Step,0:380:38
2023,18,84,BurgaudeauMathieu,TotalEnergies,",,0:38"
2023,18,85,Le GacOlivier,Groupama - FDJ,",,0:38"
2023,18,86,GroßschartnerFelix,UAE Team Emirates,",,0:38"
2023,18,87,MosconGianni,Astana Qazaqstan Team,",,0:38"
2023,18,88,PowlessNeilson,EF Education - EasyPost,0:470:47
2023,18,89,MohoričMatej,Bahrain - Victorious,0:480:48
2023,18,90,Van HooydonckNathan,Jumbo-Visma,0:500:50
2023,18,91,PacherQuentin,Groupama - FDJ,",,0:50"
2023,18,92,Paret-PeintreAurélien,AG2R Citroën Team,",,0:50"
2023,18,93,PetersNans,AG2R Citroën Team,",,0:50"
2023,18,94,PetitAdrien,Intermarché - Circus - Wanty,",,0:50"
2023,18,95,ReindersElmar,Team Jayco AlUla,",,0:50"
2023,18,96,GregaardJonas,Uno-X Pro Cycling Team,",,0:50"
2023,18,97,PolittNils,BORA - hansgrohe,",,0:50"
2023,18,98,CalmejaneLilian,Intermarché - Circus - Wanty,",,0:50"
2023,18,99,HallerMarco,BORA - hansgrohe,",,0:50"
2023,18,100,OliveiraNelson,Movistar Team,",,0:50"
2023,18,101,CharmigAnthon,Uno-X Pro Cycling Team,",,0:50"
2023,18,102,DeclercqTim,Soudal Quick-Step,",,0:50"
2023,18,103,Van GilsMaxim,Lotto Dstny,",,0:50"
2023,18,104,LaengenVegard Stake,UAE Team Emirates,",,0:50"
2023,18,105,FrisonFrederik,Lotto Dstny,",,0:50"
2023,18,106,AmadorAndrey,EF Education - EasyPost,",,0:50"
2023,18,107,BjergMikkel,UAE Team Emirates,",,0:50"
2023,18,108,JohannessenTobias Halland,Uno-X Pro Cycling Team,",,0:50"
2023,18,109,DinhamMatthew,Team dsm - firmenich,",,0:50"
2023,18,110,PichonLaurent,Team Arkéa Samsic,",,0:50"
2023,18,111,TeunsDylan,Israel - Premier Tech,",,0:50"
2023,18,112,SchultzNick,Israel - Premier Tech,",,0:50"
2023,18,113,WoodsMichael,Israel - Premier Tech,",,0:50"
2023,18,114,BuchmannEmanuel,BORA - hansgrohe,",,0:50"
2023,18,115,LatourPierre,TotalEnergies,",,0:50"
2023,18,116,TræenTorstein,Uno-X Pro Cycling Team,",,0:50"
2023,18,117,MühlbergerGregor,Movistar Team,",,0:50"
2023,18,118,FerronValentin,TotalEnergies,",,0:50"
2023,18,119,GuglielmiSimon,Team Arkéa Samsic,",,0:50"
2023,18,120,PoelsWout,Bahrain - Victorious,0:590:59
2023,18,121,van BaarleDylan,Jumbo-Visma,",,0:59"
2023,18,122,HaigJack,Bahrain - Victorious,1:091:09
2023,18,123,PidcockTom,INEOS Grenadiers,",,1:09"
2023,18,124,CostaRui,Intermarché - Circus - Wanty,1:161:16
2023,18,125,CicconeGiulio,Lidl - Trek,",,1:16"
2023,18,126,BettiolAlberto,EF Education - EasyPost,",,1:16"
2023,18,127,ChampoussinClément,Team Arkéa Samsic,",,1:16"
2023,18,128,FraileOmar,INEOS Grenadiers,",,1:16"
2023,18,129,IzagirreIon,Cofidis,",,1:16"
2023,18,130,ClarkeSimon,Israel - Premier Tech,1:241:24
2023,18,131,FedorovYevgeniy,Astana Qazaqstan Team,1:271:27
2023,18,132,LutsenkoAlexey,Astana Qazaqstan Team,",,1:27"
2023,18,133,Kragh AndersenSøren,Alpecin - Deceuninck,1:511:51
2023,18,134,CortMagnus,EF Education - EasyPost,2:082:08
2023,18,135,KonradPatrick,BORA - hansgrohe,",,2:08"
2023,18,136,TejadaHarold,Astana Qazaqstan Team,",,2:08"
2023,18,137,BernalEgan,INEOS Grenadiers,",,2:08"
2023,18,138,UránRigoberto,EF Education - EasyPost,",,2:08"
2023,18,139,SolerMarc,UAE Team Emirates,",,2:08"
2023,18,140,SkjelmoseMattias,Lidl - Trek,3:163:16
2023,18,141,HamiltonChris,Team dsm - firmenich,4:544:54
2023,18,142,GoglMichael,Alpecin - Deceuninck,",,4:54"
2023,18,143,LópezJuan Pedro,Lidl - Trek,4:554:55
2023,18,144,DurbridgeLuke,Team Jayco AlUla,9:019:01
2023,18,145,CraddockLawson,Team Jayco AlUla,",,9:01"
2023,18,146,DillierSilvan,Alpecin - Deceuninck,",,9:01"
2023,18,147,Juul-JensenChristopher,Team Jayco AlUla,",,9:01"
2023,18,148,GallopinTony,Lidl - Trek,",,9:01"
2023,18,149,LafayVictor,Cofidis,",,9:01"
2023,18,150,VermaerkeKevin,Team dsm - firmenich,",,9:01"
2023,18,151,HermansQuinten,Alpecin - Deceuninck,",,9:01"
2023,18,DNF,GeschkeSimon,Cofidis,
2023,18,DNS,PerezAnthony,Cofidis,
2023,18,DNS,van AertWout,Jumbo-Visma,
2023,19,1,MohoričMatej,Bahrain - Victorious,3:31:023:31:02
2023,19,2,AsgreenKasper,Soudal Quick-Step,",,0:00"
2023,19,3,O'ConnorBen,AG2R Citroën Team,0:040:04
2023,19,4,PhilipsenJasper,Alpecin - Deceuninck,0:390:39
2023,19,5,PedersenMads,Lidl - Trek,",,0:39"
2023,19,6,LaporteChristophe,Jumbo-Visma,",,0:39"
2023,19,7,MezgecLuka,Team Jayco AlUla,",,0:39"
2023,19,8,BettiolAlberto,EF Education - EasyPost,",,0:39"
2023,19,9,TrentinMatteo,UAE Team Emirates,",,0:39"
2023,19,10,PidcockTom,INEOS Grenadiers,",,0:39"
2023,19,11,ZimmermannGeorg,Intermarché - Circus - Wanty,",,0:39"
2023,19,12,van der PoelMathieu,Alpecin - Deceuninck,0:430:43
2023,19,13,HallerMarco,BORA - hansgrohe,1:411:41
2023,19,14,GroenewegenDylan,Team Jayco AlUla,1:431:43
2023,19,15,WrightFred,Bahrain - Victorious,",,1:43"
2023,19,16,HouleHugo,Israel - Premier Tech,",,1:43"
2023,19,17,NaesenOliver,AG2R Citroën Team,",,1:43"
2023,19,18,van den BergLars,Groupama - FDJ,",,1:43"
2023,19,19,TurgisAnthony,TotalEnergies,",,1:43"
2023,19,20,NeilandsKrists,Israel - Premier Tech,",,1:43"
2023,19,21,TillerRasmus,Uno-X Pro Cycling Team,",,1:43"
2023,19,22,BenootTiesj,Jumbo-Visma,",,1:43"
2023,19,23,IzagirreIon,Cofidis,",,1:43"
2023,19,24,HaigJack,Bahrain - Victorious,",,1:43"
2023,19,25,BarguilWarren,Team Arkéa Samsic,1:471:47
2023,19,26,AlaphilippeJulian,Soudal Quick-Step,1:531:53
2023,19,27,StrongCorbin,Israel - Premier Tech,5:465:46
2023,19,28,OssDaniel,TotalEnergies,",,5:46"
2023,19,29,CampenaertsVictor,Lotto Dstny,",,5:46"
2023,19,30,MeeusJordi,BORA - hansgrohe,",,5:46"
2023,19,31,CharmigAnthon,Uno-X Pro Cycling Team,12:1312:13
2023,19,32,PowlessNeilson,EF Education - EasyPost,13:0713:07
2023,19,33,DurbridgeLuke,Team Jayco AlUla,",,13:07"
2023,19,34,Van HooydonckNathan,Jumbo-Visma,13:4313:43
2023,19,35,KeldermanWilco,Jumbo-Visma,",,13:43"
2023,19,36,van BaarleDylan,Jumbo-Visma,",,13:43"
2023,19,37,VingegaardJonas,Jumbo-Visma,",,13:43"
2023,19,38,KussSepp,Jumbo-Visma,",,13:43"
2023,19,39,GroßschartnerFelix,UAE Team Emirates,",,13:43"
2023,19,40,KwiatkowskiMichał,INEOS Grenadiers,",,13:43"
2023,19,41,MajkaRafał,UAE Team Emirates,",,13:43"
2023,19,42,PogačarTadej,UAE Team Emirates,",,13:43"
2023,19,43,YatesAdam,UAE Team Emirates,",,13:43"
2023,19,44,RodríguezCarlos,INEOS Grenadiers,",,13:43"
2023,19,45,FraileOmar,INEOS Grenadiers,",,13:43"
2023,19,46,CastroviejoJonathan,INEOS Grenadiers,",,13:43"
2023,19,47,BernalEgan,INEOS Grenadiers,",,13:43"
2023,19,48,DeclercqTim,Soudal Quick-Step,",,13:43"
2023,19,49,YatesSimon,Team Jayco AlUla,",,13:43"
2023,19,50,ReindersElmar,Team Jayco AlUla,",,13:43"
2023,19,51,HarperChris,Team Jayco AlUla,",,13:43"
2023,19,52,Paret-PeintreAurélien,AG2R Citroën Team,",,13:43"
2023,19,53,CosnefroyBenoît,AG2R Citroën Team,",,13:43"
2023,19,54,GallFelix,AG2R Citroën Team,",,13:43"
2023,19,55,BerthetClément,AG2R Citroën Team,",,13:43"
2023,19,56,DewulfStan,AG2R Citroën Team,",,13:43"
2023,19,57,AbrahamsenJonas,Uno-X Pro Cycling Team,",,13:43"
2023,19,58,ArndtNikias,Bahrain - Victorious,",,13:43"
2023,19,59,BilbaoPello,Bahrain - Victorious,",,13:43"
2023,19,60,LandaMikel,Bahrain - Victorious,",,13:43"
2023,19,61,IzagirreGorka,Movistar Team,",,13:43"
2023,19,62,HindleyJai,BORA - hansgrohe,",,13:43"
2023,19,63,LampaertYves,Soudal Quick-Step,",,13:43"
2023,19,64,PolittNils,BORA - hansgrohe,",,13:43"
2023,19,65,DevenynsDries,Soudal Quick-Step,",,13:43"
2023,19,66,JungelsBob,BORA - hansgrohe,",,13:43"
2023,19,67,WærenskjoldSøren,Uno-X Pro Cycling Team,",,13:43"
2023,19,68,MartinGuillaume,Cofidis,",,13:43"
2023,19,69,van PoppelDanny,BORA - hansgrohe,",,13:43"
2023,19,70,KüngStefan,Groupama - FDJ,",,13:43"
2023,19,71,GauduDavid,Groupama - FDJ,",,13:43"
2023,19,72,GenietsKevin,Groupama - FDJ,",,13:43"
2023,19,73,PacherQuentin,Groupama - FDJ,",,13:43"
2023,19,74,CoquardBryan,Cofidis,",,13:43"
2023,19,75,PinotThibaut,Groupama - FDJ,",,13:43"
2023,19,76,MadouasValentin,Groupama - FDJ,",,13:43"
