year,stage,rider_name,position,won,stage_type,elevation,distance_km,pcs_ranking,rider_type,gap_pct,hist_stage_wins,PCS_points
2022,17,Luke Rowe,88,0,mountain,3364,129.7,0,Classic,12.8411,2,15
2022,17,Connor Swift,89,0,mountain,3364,129.7,571,Classic,12.8411,3,65
2022,17,Page not found,90,0,mountain,3364,129.7,0,Sprint,12.8411,0,0
2022,17,Alberto Bettiol,91,0,mountain,3364,129.7,104,Classic,12.8411,9,141
2022,17,Ion Izagirre,92,0,mountain,3364,129.7,44,GC,12.8411,19,634
2022,17,Stefan Bissegger,93,0,mountain,3364,129.7,411,TT,12.8411,7,104
2022,17,Benoît Cosnefroy,94,0,mountain,3364,129.7,47,Classic,12.8411,25,838
2022,17,Kristian Sbaragli,95,0,mountain,3364,129.7,2432,Classic,12.8411,1,16
2022,17,Alexandr Riabushenko,96,0,mountain,3364,129.7,0,Classic,12.8411,1,10
2022,17,Forbidden,97,0,mountain,3364,129.7,0,Classic,12.8411,0,0
2022,17,Edward Planckaert,98,0,mountain,3364,129.7,497,Classic,12.8411,1,44
2022,17,Forbidden,99,0,mountain,3364,129.7,0,Classic,12.8411,0,0
2022,17,Forbidden,100,0,mountain,3364,129.7,0,Classic,12.8411,0,0
2022,17,Nils Politt,101,0,mountain,3364,129.7,256,Classic,12.8411,8,189
2022,17,Forbidden,102,0,mountain,3364,129.7,0,Classic,12.8896,0,0
2022,17,Marco Haller,103,0,mountain,3364,129.7,416,Classic,12.9058,6,48
2022,17,Philippe Gilbert,104,0,mountain,3364,129.7,0,Classic,12.9058,80,0
2022,17,Frederik Frison,105,0,mountain,3364,129.7,1065,Classic,12.9625,0,25
2022,17,Jasper Philipsen,106,0,mountain,3364,129.7,8,Sprint,12.9625,61,848
2022,17,Dmitriy Gruzdev,107,0,mountain,3364,129.7,0,TT,12.9625,10,65
2022,17,Anthony Perez,108,0,mountain,3364,129.7,1301,Classic,12.9868,5,0
2022,17,Hugo Hofstetter,109,0,mountain,3364,129.7,306,Classic,13.0516,3,196
2022,17,Luca Mozzato,110,0,mountain,3364,129.7,135,Classic,13.1406,3,332
2022,17,Kamil Gradek,111,0,mountain,3364,129.7,810,TT,13.1568,3,20
2022,17,Filippo Ganna,112,0,mountain,3364,129.7,64,TT,13.3916,40,439
2022,17,Alexis Gougeard,113,0,mountain,3364,129.7,0,GC,13.6507,11,0
2022,17,Michael Matthews,114,0,mountain,3364,129.7,152,Classic,14.0232,44,101
2022,17,Alberto Dainese,115,0,mountain,3364,129.7,293,Sprint,14.0232,7,58
2022,17,Cyril Lemoine,116,0,mountain,3364,129.7,0,TT,14.9866,0,50
2022,17,Jérémy Lecroq,117,0,mountain,3364,129.7,1564,Sprint,15.0109,0,6
2022,17,Alexander Krieger,118,0,mountain,3364,129.7,0,Classic,15.2133,0,50
2022,17,Guy Niv,119,0,mountain,3364,129.7,0,GC,15.5372,1,41
2022,17,John Degenkolb,120,0,mountain,3364,129.7,678,Classic,15.5696,48,73
2022,17,Mads Pedersen,121,0,mountain,3364,129.7,28,Classic,15.5696,60,488
2022,17,Luka Mezgec,122,0,mountain,3364,129.7,760,Hills,15.5696,19,31
2022,17,Matej Mohorič,123,0,mountain,3364,129.7,176,Classic,15.5696,25,167
2022,17,Nils Eekhoff,124,0,mountain,3364,129.7,584,Classic,15.5696,2,0
2022,17,Yves Lampaert,125,0,mountain,3364,129.7,632,Classic,15.5696,16,25
2022,17,Albert Torres,126,0,mountain,3364,129.7,1588,GC,15.5696,0,10
2022,17,Guillaume Boivin,127,0,mountain,3364,129.7,627,Classic,15.602,5,10
2022,17,Florian Sénéchal,128,0,mountain,3364,129.7,686,Classic,15.602,5,50
2022,17,Alexander Kristoff,129,0,mountain,3364,129.7,633,Classic,15.6344,98,380
2022,17,Adrien Petit,130,0,mountain,3364,129.7,1952,Classic,15.6344,9,15
2022,17,Forbidden,131,0,mountain,3364,129.7,0,Classic,15.6587,0,0
2022,17,Forbidden,132,0,mountain,3364,129.7,0,Classic,15.6748,0,0
2022,17,Anthony Turgis,133,0,mountain,3364,129.7,126,Classic,15.6748,7,312
2022,17,Marc Hirschi,134,0,mountain,3364,129.7,130,Classic,15.7639,24,67
2022,17,Jack Bauer,135,0,mountain,3364,129.7,0,TT,15.8044,6,25
2022,17,Peter Sagan,136,0,mountain,3364,129.7,0,Classic,15.8611,121,0
2022,17,Forbidden,137,0,mountain,3364,129.7,0,Classic,15.942,0,0
2022,17,Maciej Bodnar,138,0,mountain,3364,129.7,0,TT,15.9744,12,24
2022,17,Dylan Groenewegen,139,0,mountain,3364,129.7,34,Sprint,15.9906,81,692
2022,17,Kevin Geniets,140,0,mountain,3364,129.7,787,Classic,16.0392,5,40
2022,17,Forbidden,141,0,mountain,3364,129.7,0,Classic,16.0392,0,0
2022,17,Fabio Jakobsen,142,0,mountain,3364,129.7,1605,Sprint,17.8771,46,10
2023,1,Adam Yates,1,1,hilly,3221,182.0,50,Climber,0.0,34,390
2023,1,Simon Yates,2,0,hilly,3221,182.0,208,Climber,0.0254,36,928
2023,1,Tadej Pogačar,3,0,hilly,3221,182.0,1,Climber,0.0761,117,1770
2023,1,Thibaut Pinot,4,0,hilly,3221,182.0,0,Climber,0.0761,33,1146
2023,1,Michael Woods,5,0,hilly,3221,182.0,1143,Climber,0.0761,16,0
2023,1,Victor Lafay,6,0,hilly,3221,182.0,297,GC,0.0761,4,271
2023,1,Jai Hindley,7,0,hilly,3221,182.0,35,Climber,0.0761,9,492
2023,1,Page not found,8,0,hilly,3221,182.0,0,Climber,0.0761,0,0
2023,1,Jonas Vingegaard,9,0,hilly,3221,182.0,2,GC,0.0761,54,1579
2023,1,David Gaudu,10,0,hilly,3221,182.0,308,Climber,0.0761,13,71
2023,1,Page not found,11,0,hilly,3221,182.0,0,Classic,0.0761,0,0
2023,1,Mikel Landa,12,0,hilly,3221,182.0,380,Climber,0.0761,16,40
2023,1,Carlos Rodríguez,13,0,hilly,3221,182.0,0,GC,0.0761,0,0
2023,1,Wilco Kelderman,14,0,hilly,3221,182.0,566,GC,0.0761,4,37
2023,1,Corbin Strong,15,0,hilly,3221,182.0,56,Hills,0.2093,9,432
2023,1,Alex Aranburu,16,0,hilly,3221,182.0,70,Classic,0.2093,10,410
2023,1,Forbidden,17,0,hilly,3221,182.0,0,Classic,0.2093,0,0
2023,1,Dylan Teuns,18,0,hilly,3221,182.0,366,GC,0.2093,14,74
2023,1,Steff Cras,19,0,hilly,3221,182.0,425,GC,0.2093,1,46
2023,1,Valentin Madouas,20,0,hilly,3221,182.0,187,Classic,0.2093,7,78
2023,1,Louis Meintjes,21,0,hilly,3221,182.0,599,GC,0.2093,7,205
2023,1,Romain Bardet,22,0,hilly,3221,182.0,0,Climber,0.2093,11,0
2023,1,Egan Bernal,23,0,hilly,3221,182.0,37,GC,0.2093,23,483
2023,1,Emanuel Buchmann,24,0,hilly,3221,182.0,667,GC,0.2093,5,0
2023,1,Julian Alaphilippe,25,0,hilly,3221,182.0,58,Classic,0.2093,45,57
2023,1,Harold Tejada,26,0,hilly,3221,182.0,71,Climber,0.2093,2,370
2023,1,Guillaume Martin,27,0,hilly,3221,182.0,162,Climber,0.2093,11,215
2023,1,Matthew Dinham,28,0,hilly,3221,182.0,757,Classic,0.2093,0,37
2023,1,Tom Pidcock,29,0,hilly,3221,182.0,9,Classic,0.2093,13,821
2023,1,Forbidden,30,0,hilly,3221,182.0,0,Climber,0.2093,0,0
2023,1,Sepp Kuss,31,0,hilly,3221,182.0,69,Climber,0.2093,12,228
2023,1,Jack Haig,32,0,hilly,3221,182.0,618,GC,0.2093,2,60
2023,1,Forbidden,33,0,hilly,3221,182.0,0,GC,0.2093,0,0
2023,1,Chris Harper,34,0,hilly,3221,182.0,243,GC,0.2093,4,257
2023,1,Giulio Ciccone,35,0,hilly,3221,182.0,25,Climber,0.2093,13,439
2023,1,Felix Gall,36,0,hilly,3221,182.0,7,Climber,0.2093,2,857
2023,1,Forbidden,37,0,hilly,3221,182.0,0,Classic,0.2093,0,0
2023,1,Forbidden,38,0,hilly,3221,182.0,0,GC,0.2093,0,0
2023,1,Clément Berthet,39,0,hilly,3221,182.0,349,Climber,0.2093,0,92
2023,1,Pello Bilbao,40,0,hilly,3221,182.0,63,Climber,0.2093,17,419
2023,1,Rafał Majka,41,0,hilly,3221,182.0,341,Climber,0.2093,16,339
2023,1,Jonathan Castroviejo,42,0,hilly,3221,182.0,1599,TT,0.3044,11,38
2023,1,Forbidden,43,0,hilly,3221,182.0,0,GC,0.3298,0,0
2023,1,Felix Großschartner,44,0,hilly,3221,182.0,156,GC,0.501,9,193
2023,1,Georg Zimmermann,45,0,hilly,3221,182.0,161,Classic,0.5137,5,300
2023,1,Neilson Powless,46,0,hilly,3221,182.0,273,Classic,0.5834,8,0
2023,1,Alberto Bettiol,47,0,hilly,3221,182.0,104,Classic,0.799,9,141
2023,1,Forbidden,48,0,hilly,3221,182.0,0,GC,0.8561,0,0
2023,1,Matteo Jorgenson,49,0,hilly,3221,182.0,32,GC,1.002,5,590
2023,1,Mathieu Burgaudeau,50,0,hilly,3221,182.0,616,Hills,1.002,5,35
2023,1,Matis Louvel,51,0,hilly,3221,182.0,472,Classic,1.002,2,49
2023,1,Anthony Turgis,52,0,hilly,3221,182.0,126,Classic,1.2239,7,312
2023,1,Ion Izagirre,53,0,hilly,3221,182.0,44,GC,1.2239,19,634
2023,1,Gorka Izagirre,54,0,hilly,3221,182.0,0,GC,1.2239,9,27
2023,1,Tiesj Benoot,55,0,hilly,3221,182.0,291,Classic,1.2239,4,593
2023,1,Forbidden,56,0,hilly,3221,182.0,0,GC,1.2239,0,0
2023,1,Anthon Charmig,57,0,hilly,3221,182.0,159,GC,1.3761,2,233
2023,1,Matej Mohorič,58,0,hilly,3221,182.0,176,Classic,1.3761,25,167
2023,1,Bob Jungels,59,0,hilly,3221,182.0,570,TT,1.3761,27,10
2023,1,Patrick Konrad,60,0,hilly,3221,182.0,839,Climber,1.8961,3,35
2023,1,Page not found,61,0,hilly,3221,182.0,0,Climber,1.8961,0,0
2023,1,Simon Geschke,62,0,hilly,3221,182.0,0,Climber,1.8961,3,208
2023,1,Nelson Oliveira,63,0,hilly,3221,182.0,529,TT,1.8961,6,71
2023,1,Tony Gallopin,64,0,hilly,3221,182.0,0,Classic,1.8961,12,175
2023,1,Page not found,65,0,hilly,3221,182.0,0,GC,1.8961,0,0
2023,1,Kasper Asgreen,66,0,hilly,3221,182.0,530,TT,2.1308,14,64
2023,1,Chris Hamilton,67,0,hilly,3221,182.0,456,GC,2.1308,0,82
2023,1,Nick Schultz,68,0,hilly,3221,182.0,704,Climber,2.1308,3,50
2023,1,Dries Devenyns,69,0,hilly,3221,182.0,0,GC,2.1308,7,60
2023,1,Rigoberto Urán,70,0,hilly,3221,182.0,0,Climber,2.1308,14,82
2023,1,Marc Soler,71,0,hilly,3221,182.0,141,Climber,2.1308,11,184
2023,1,Victor Campenaerts,72,0,hilly,3221,182.0,257,TT,2.1308,12,65
2023,1,Page not found,73,0,hilly,3221,182.0,0,Classic,2.6825,0,0
2023,1,Michał Kwiatkowski,74,0,hilly,3221,182.0,417,Classic,2.6825,32,40
2023,1,Forbidden,75,0,hilly,3221,182.0,0,GC,2.6825,0,0
2023,1,Pierre Latour,76,0,hilly,3221,182.0,1019,GC,2.6825,7,234
2023,1,Biniam Girmay,77,0,hilly,3221,182.0,54,Classic,2.6825,18,413
2023,1,Quinten Hermans,78,0,hilly,3221,182.0,127,Hills,2.6825,3,184
2023,1,Forbidden,79,0,hilly,3221,182.0,0,Classic,2.8474,0,0
2023,1,Rui Costa,80,0,hilly,3221,182.0,479,GC,3.2722,33,0
2023,1,Anthony Delaplace,81,0,hilly,3221,182.0,1202,Classic,3.2722,2,62
2023,1,Omar Fraile,82,0,hilly,3221,182.0,1948,Climber,3.6908,8,15
2023,1,Forbidden,83,0,hilly,3221,182.0,0,Classic,3.6908,0,0
2023,1,Kevin Vermaerke,84,0,hilly,3221,182.0,175,GC,3.6908,0,140
2023,1,Warren Barguil,85,0,hilly,3221,182.0,395,Climber,3.6908,8,33
2023,1,Ruben Guerreiro,86,0,hilly,3221,182.0,1413,Climber,3.6908,5,161
2023,1,James Shaw,87,0,hilly,3221,182.0,619,GC,3.6908,0,32
2023,1,Quentin Pacher,88,0,hilly,3221,182.0,572,Hills,3.6908,0,72
2023,1,Wout Poels,89,0,hilly,3221,182.0,387,Climber,3.6908,26,142
2023,1,Hugo Houle,90,0,hilly,3221,182.0,812,GC,3.6908,3,25
2023,1,Page not found,91,0,hilly,3221,182.0,0,GC,3.6908,0,0
2023,1,Nils Politt,92,0,hilly,3221,182.0,256,Classic,4.2045,8,189
2023,1,Lilian Calmejane,93,0,hilly,3221,182.0,0,GC,4.2045,12,0
2023,1,Dion Smith,94,0,hilly,3221,182.0,642,Hills,4.2045,2,50
2023,1,Kevin Geniets,95,0,hilly,3221,182.0,787,Classic,4.2045,5,40
2023,1,Daniel Oss,96,0,hilly,3221,182.0,0,Classic,4.2045,2,0
2023,1,Krists Neilands,97,0,hilly,3221,182.0,358,Classic,4.2045,9,106
2023,1,Simon Clarke,98,0,hilly,3221,182.0,1108,Classic,4.2045,7,10
2023,1,Rémi Cavagna,99,0,hilly,3221,182.0,347,TT,4.2045,13,124
2023,1,Stefan Küng,100,0,hilly,3221,182.0,369,TT,4.2045,30,20
2023,1,Page not found,101,0,hilly,3221,182.0,0,Hills,4.2045,0,0
2023,1,Anthony Perez,102,0,hilly,3221,182.0,1301,Classic,4.2045,5,0
2023,1,Michael Gogl,103,0,hilly,3221,182.0,1022,Classic,4.2045,0,25
2023,1,Antonio Pedrero,104,0,hilly,3221,182.0,751,GC,4.2045,3,77
2023,1,Gregor Mühlberger,105,0,hilly,3221,182.0,201,Climber,4.2045,9,123
2023,1,Clément Champoussin,106,0,hilly,3221,182.0,92,Climber,4.4708,3,360
2023,1,Mikkel Bjerg,107,0,hilly,3221,182.0,424,TT,4.5025,1,62
2023,1,Tim Declercq,108,0,hilly,3221,182.0,0,Classic,5.2825,0,15
2023,1,Jonas Rickaert,109,0,hilly,3221,182.0,663,Classic,5.2825,1,25
2023,1,Yves Lampaert,110,0,hilly,3221,182.0,632,Classic,5.2825,16,25
2023,1,Guillaume Boivin,111,0,hilly,3221,182.0,627,Classic,5.2825,5,10
2023,1,Florian Vermeersch,112,0,hilly,3221,182.0,80,Classic,5.2825,1,366
2023,1,Axel Zingle,113,0,hilly,3221,182.0,319,Classic,5.2825,6,170
2023,1,Jenthe Biermans,114,0,hilly,3221,182.0,239,Classic,5.2825,3,172
2023,1,Stan Dewulf,115,0,hilly,3221,182.0,219,Classic,5.2825,1,240
2023,1,Simon Guglielmi,116,0,hilly,3221,182.0,977,Climber,5.2825,0,20
2023,1,Luke Durbridge,117,0,hilly,3221,182.0,770,TT,5.2825,15,30
2023,1,Nikias Arndt,118,0,hilly,3221,182.0,1595,Hills,5.2825,7,10
2023,1,Bryan Coquard,119,0,hilly,3221,182.0,145,Sprint,5.2825,55,317
2023,1,John Degenkolb,120,0,hilly,3221,182.0,678,Classic,5.2825,48,73
2023,1,Quinn Simmons,121,0,hilly,3221,182.0,91,Hills,5.2825,8,160
2023,1,Marco Haller,122,0,hilly,3221,182.0,416,Classic,5.2825,6,48
2023,1,Nils Eekhoff,123,0,hilly,3221,182.0,584,Classic,5.2825,2,0
2023,1,Oliver Naesen,124,0,hilly,3221,182.0,357,Classic,5.2825,5,107
2023,1,Jasper Stuyven,125,0,hilly,3221,182.0,65,Classic,5.2825,9,540
2023,1,Adrien Petit,126,0,hilly,3221,182.0,1952,Classic,5.2825,9,15
2023,1,Benoît Cosnefroy,127,0,hilly,3221,182.0,47,Classic,5.2825,25,838
2023,1,Lawson Craddock,128,0,hilly,3221,182.0,0,TT,5.2825,2,26
2023,1,Matteo Trentin,129,0,hilly,3221,182.0,73,Classic,5.2825,32,295
2023,1,Alex Kirsch,130,0,hilly,3221,182.0,1125,TT,5.2825,2,17
2023,1,Jasper Philipsen,131,0,hilly,3221,182.0,8,Sprint,5.2825,61,848
2023,1,Ramon Sinkeldam,132,0,hilly,3221,182.0,0,Classic,5.2825,7,0
2023,1,Mike Teunissen,133,0,hilly,3221,182.0,143,Classic,5.2825,8,199
2023,1,Forbidden,134,0,hilly,3221,182.0,0,GC,5.2825,0,0
2023,1,Luka Mezgec,135,0,hilly,3221,182.0,760,Hills,5.2825,19,31
2023,1,Forbidden,136,0,hilly,3221,182.0,0,TT,5.2825,0,0
2023,1,Forbidden,137,0,hilly,3221,182.0,0,GC,5.2825,0,0
2023,1,Forbidden,138,0,hilly,3221,182.0,0,Hills,5.2825,0,0
2023,1,Jonas Abrahamsen,139,0,hilly,3221,182.0,94,Classic,5.2825,4,207
2023,1,Rasmus Tiller,140,0,hilly,3221,182.0,155,Classic,5.2825,6,257
2023,1,Page not found,141,0,hilly,3221,182.0,0,Classic,5.2825,0,0
2023,1,Page not found,142,0,hilly,3221,182.0,0,Sprint,5.365,0,0
2023,1,Ben Turner,143,0,hilly,3221,182.0,113,Hills,5.7328,3,189
2023,1,Fabio Jakobsen,144,0,hilly,3221,182.0,1605,Sprint,5.7962,46,10
2023,1,Michael Mørkøv,145,0,hilly,3221,182.0,0,Classic,5.7962,5,35
2023,1,Elmar Reinders,146,0,hilly,3221,182.0,484,Classic,5.7962,0,91
2023,1,Dylan Groenewegen,147,0,hilly,3221,182.0,34,Sprint,5.7962,81,692
2023,1,Peter Sagan,148,0,hilly,3221,182.0,0,Classic,5.7962,121,0
2023,1,Andrey Amador,149,0,hilly,3221,182.0,0,GC,5.7962,2,5
2023,1,Caleb Ewan,150,0,hilly,3221,182.0,0,Sprint,5.7962,65,70
2023,1,Page not found,151,0,hilly,3221,182.0,0,Hills,5.7962,0,0
2023,1,Christophe Laporte,152,0,hilly,3221,182.0,49,Classic,5.8215,34,554
2023,1,Richard Carapaz,153,0,hilly,3221,182.0,165,Climber,5.8596,24,180
2023,1,Silvan Dillier,154,0,hilly,3221,182.0,698,Classic,6.4113,8,30
2023,1,Page not found,155,0,hilly,3221,182.0,0,TT,6.4113,0,0
2023,1,Frederik Frison,156,0,hilly,3221,182.0,1065,Classic,6.4113,0,25
2023,1,Sam Welsford,157,0,hilly,3221,182.0,255,Sprint,6.4113,13,255
2023,1,Mads Pedersen,158,0,hilly,3221,182.0,28,Classic,6.4113,60,488
2023,1,Forbidden,159,0,hilly,3221,182.0,0,Classic,6.4113,0,0
2023,1,Nans Peters,160,0,hilly,3221,182.0,917,Classic,6.4113,3,90
2023,1,Pascal Eenkhoorn,161,0,hilly,3221,182.0,378,Classic,6.4113,5,50
2023,1,Laurent Pichon,162,0,hilly,3221,182.0,0,Classic,6.4113,3,113
2023,1,Forbidden,163,0,hilly,3221,182.0,0,Classic,6.4113,0,0
2023,1,Jonas Gregaard,164,0,hilly,3221,182.0,1146,GC,6.4113,0,50
2023,1,Alexander Kristoff,165,0,hilly,3221,182.0,633,Classic,6.4113,98,380
2023,1,Luca Mozzato,166,0,hilly,3221,182.0,135,Classic,6.6333,3,332
2023,1,Valentin Ferron,167,0,hilly,3221,182.0,665,Classic,7.9333,4,77
2023,1,Alexis Renard,168,0,hilly,3221,182.0,173,Classic,7.9333,0,284
2023,1,Gianni Moscon,169,0,hilly,3221,182.0,557,Classic,8.1299,11,75
2023,1,Mark Cavendish,170,0,hilly,3221,182.0,0,Sprint,8.1299,165,190
2023,1,Jordi Meeus,171,0,hilly,3221,182.0,30,Classic,8.1299,19,608
2023,1,Cees Bol,172,0,hilly,3221,182.0,396,Sprint,8.1299,6,136
2023,1,Phil Bauhaus,173,0,hilly,3221,182.0,258,Sprint,8.1299,22,107
2023,1,Yevgeniy Fedorov,174,0,hilly,3221,182.0,132,Classic,8.1299,12,290
2023,1,Jacopo Guarnieri,175,0,hilly,3221,182.0,0,Classic,8.1299,4,15
2023,2,Victor Lafay,1,1,hilly,2949,208.9,297,GC,0.0,4,271
2023,2,Page not found,2,0,hilly,2949,208.9,0,Classic,0.0,0,0
2023,2,Tadej Pogačar,3,0,hilly,2949,208.9,1,Climber,0.0,117,1770
2023,2,Tom Pidcock,4,0,hilly,2949,208.9,9,Classic,0.0,13,821
2023,2,Pello Bilbao,5,0,hilly,2949,208.9,63,Climber,0.0,17,419
2023,2,Michael Woods,6,0,hilly,2949,208.9,1143,Climber,0.0,16,0
2023,2,Romain Bardet,7,0,hilly,2949,208.9,0,Climber,0.0,11,0
2023,2,Dylan Teuns,8,0,hilly,2949,208.9,366,GC,0.0,14,74
2023,2,Jai Hindley,9,0,hilly,2949,208.9,35,Climber,0.0,9,492
2023,2,Steff Cras,10,0,hilly,2949,208.9,425,GC,0.0,1,46
2023,2,Giulio Ciccone,11,0,hilly,2949,208.9,25,Climber,0.0,13,439
2023,2,Tiesj Benoot,12,0,hilly,2949,208.9,291,Classic,0.0,4,593
2023,2,Emanuel Buchmann,13,0,hilly,2949,208.9,667,GC,0.0,5,0
2023,2,Jack Haig,14,0,hilly,2949,208.9,618,GC,0.0,2,60
2023,2,Mikel Landa,15,0,hilly,2949,208.9,380,Climber,0.0,16,40
2023,2,Jonas Vingegaard,16,0,hilly,2949,208.9,2,GC,0.0,54,1579
2023,2,Carlos Rodríguez,17,0,hilly,2949,208.9,0,GC,0.0,0,0
2023,2,Simon Yates,18,0,hilly,2949,208.9,208,Climber,0.0,36,928
2023,2,Adam Yates,19,0,hilly,2949,208.9,50,Climber,0.0,34,390
2023,2,Egan Bernal,20,0,hilly,2949,208.9,37,GC,0.0,23,483
2023,2,Wilco Kelderman,21,0,hilly,2949,208.9,566,GC,0.0,4,37
2023,2,David Gaudu,22,0,hilly,2949,208.9,308,Climber,0.0,13,71
2023,2,Page not found,23,0,hilly,2949,208.9,0,Climber,0.0,0,0
2023,2,Alberto Bettiol,24,0,hilly,2949,208.9,104,Classic,0.0,9,141
2023,2,Alex Aranburu,25,0,hilly,2949,208.9,70,Classic,0.3372,10,410
2023,2,Harold Tejada,26,0,hilly,2949,208.9,71,Climber,0.3372,2,370
2023,2,Louis Meintjes,27,0,hilly,2949,208.9,599,GC,0.3372,7,205
2023,2,Forbidden,28,0,hilly,2949,208.9,0,GC,0.3372,0,0
2023,2,Guillaume Martin,29,0,hilly,2949,208.9,162,Climber,0.3372,11,215
2023,2,Sepp Kuss,30,0,hilly,2949,208.9,69,Climber,0.3372,12,228
2023,2,Rafał Majka,31,0,hilly,2949,208.9,341,Climber,0.3372,16,339
2023,2,Mads Pedersen,32,0,hilly,2949,208.9,28,Classic,0.8431,60,488
2023,2,Julian Alaphilippe,33,0,hilly,2949,208.9,58,Classic,0.8431,45,57
2023,2,Forbidden,34,0,hilly,2949,208.9,0,Climber,0.8431,0,0
2023,2,Ruben Guerreiro,35,0,hilly,2949,208.9,1413,Climber,0.8431,5,161
2023,2,Jonathan Castroviejo,36,0,hilly,2949,208.9,1599,TT,0.8431,11,38
2023,2,Clément Berthet,37,0,hilly,2949,208.9,349,Climber,0.8431,0,92
2023,2,Matthew Dinham,38,0,hilly,2949,208.9,757,Classic,0.8431,0,37
2023,2,Forbidden,39,0,hilly,2949,208.9,0,GC,0.8431,0,0
2023,2,Thibaut Pinot,40,0,hilly,2949,208.9,0,Climber,0.8431,33,1146
2023,2,Valentin Madouas,41,0,hilly,2949,208.9,187,Classic,0.8431,7,78
2023,2,Victor Campenaerts,42,0,hilly,2949,208.9,257,TT,0.8431,12,65
2023,2,Page not found,43,0,hilly,2949,208.9,0,Classic,0.8431,0,0
2023,2,Chris Harper,44,0,hilly,2949,208.9,243,GC,0.8431,4,257
2023,2,Quinten Hermans,45,0,hilly,2949,208.9,127,Hills,1.7443,3,184
2023,2,Felix Gall,46,0,hilly,2949,208.9,7,Climber,1.7443,2,857
2023,2,Patrick Konrad,47,0,hilly,2949,208.9,839,Climber,1.7443,3,35
2023,2,Chris Hamilton,48,0,hilly,2949,208.9,456,GC,1.7443,0,82
2023,2,Bob Jungels,49,0,hilly,2949,208.9,570,TT,1.7443,27,10
2023,2,Corbin Strong,50,0,hilly,2949,208.9,56,Hills,1.7443,9,432
2023,2,Tony Gallopin,51,0,hilly,2949,208.9,0,Classic,1.7443,12,175
2023,2,Clément Champoussin,52,0,hilly,2949,208.9,92,Climber,1.7443,3,360
2023,2,Gregor Mühlberger,53,0,hilly,2949,208.9,201,Climber,1.7443,9,123
2023,2,Gorka Izagirre,54,0,hilly,2949,208.9,0,GC,1.7443,9,27
2023,2,Antonio Pedrero,55,0,hilly,2949,208.9,751,GC,1.7443,3,77
2023,2,Jasper Philipsen,56,0,hilly,2949,208.9,8,Sprint,1.7443,61,848
2023,2,Anthony Delaplace,57,0,hilly,2949,208.9,1202,Classic,2.2443,2,62
2023,2,Lilian Calmejane,58,0,hilly,2949,208.9,0,GC,2.2443,12,0
2023,2,Rui Costa,59,0,hilly,2949,208.9,479,GC,2.2443,33,0
2023,2,Dries Devenyns,60,0,hilly,2949,208.9,0,GC,2.2443,7,60
2023,2,Warren Barguil,61,0,hilly,2949,208.9,395,Climber,2.2443,8,33
2023,2,Pascal Eenkhoorn,62,0,hilly,2949,208.9,378,Classic,2.2443,5,50
2023,2,Stefan Küng,63,0,hilly,2949,208.9,369,TT,2.442,30,20
2023,2,Kevin Geniets,64,0,hilly,2949,208.9,787,Classic,2.442,5,40
2023,2,Forbidden,65,0,hilly,2949,208.9,0,GC,2.442,0,0
2023,2,Hugo Houle,66,0,hilly,2949,208.9,812,GC,2.442,3,25
2023,2,Forbidden,67,0,hilly,2949,208.9,0,GC,2.8606,0,0
2023,2,Michał Kwiatkowski,68,0,hilly,2949,208.9,417,Classic,2.8606,32,40
2023,2,Anthon Charmig,69,0,hilly,2949,208.9,159,GC,2.8606,2,233
2023,2,Mathieu Burgaudeau,70,0,hilly,2949,208.9,616,Hills,2.8606,5,35
2023,2,Forbidden,71,0,hilly,2949,208.9,0,GC,2.8606,0,0
2023,2,Matej Mohorič,72,0,hilly,2949,208.9,176,Classic,2.8606,25,167
2023,2,Michael Gogl,73,0,hilly,2949,208.9,1022,Classic,2.8606,0,25
2023,2,Page not found,74,0,hilly,2949,208.9,0,Climber,2.8606,0,0
2023,2,Neilson Powless,75,0,hilly,2949,208.9,273,Classic,2.8606,8,0
2023,2,Page not found,76,0,hilly,2949,208.9,0,GC,2.8606,0,0
2023,2,Matis Louvel,77,0,hilly,2949,208.9,472,Classic,2.8606,2,49
2023,2,Felix Großschartner,78,0,hilly,2949,208.9,156,GC,2.8606,9,193
2023,2,Page not found,79,0,hilly,2949,208.9,0,Hills,3.9595,0,0
2023,2,Nick Schultz,80,0,hilly,2949,208.9,704,Climber,3.9595,3,50
2023,2,Mike Teunissen,81,0,hilly,2949,208.9,143,Classic,3.9595,8,199
2023,2,Alex Kirsch,82,0,hilly,2949,208.9,1125,TT,4.0816,2,17
2023,2,Anthony Perez,83,0,hilly,2949,208.9,1301,Classic,4.0816,5,0
2023,2,Quentin Pacher,84,0,hilly,2949,208.9,572,Hills,4.0816,0,72
2023,2,Omar Fraile,85,0,hilly,2949,208.9,1948,Climber,4.0816,8,15
2023,2,Ion Izagirre,86,0,hilly,2949,208.9,44,GC,4.0816,19,634
2023,2,Jenthe Biermans,87,0,hilly,2949,208.9,239,Classic,4.0816,3,172
2023,2,Jonas Gregaard,88,0,hilly,2949,208.9,1146,GC,4.0816,0,50
2023,2,Nelson Oliveira,89,0,hilly,2949,208.9,529,TT,4.0816,6,71
2023,2,Forbidden,90,0,hilly,2949,208.9,0,Hills,4.0816,0,0
2023,2,Bryan Coquard,91,0,hilly,2949,208.9,145,Sprint,4.0816,55,317
