year,stage,rider_name,position,won,stage_type,elevation,distance_km,pcs_ranking,rider_type,gap_pct,hist_stage_wins,PCS_points
2020,1,Alexander Kristoff,1,1,hilly,1597,156.0,633,Classic,0.0,98,380
2020,1,Mads Pedersen,2,0,hilly,1597,156.0,28,Classic,0.0,60,488
2020,1,Cees Bol,3,0,hilly,1597,156.0,396,Sprint,0.0,6,136
2020,1,Sam Bennett,4,0,hilly,1597,156.0,1529,Sprint,0.0,71,12
2020,1,Peter Sagan,5,0,hilly,1597,156.0,0,Classic,0.0,121,0
2020,1,Elia Viviani,6,0,hilly,1597,156.0,515,Sprint,0.0,90,150
2020,1,Giacomo Nizzolo,7,0,hilly,1597,156.0,1204,Sprint,0.0,31,148
2020,1,Bryan Coquard,8,0,hilly,1597,156.0,145,Sprint,0.0,55,317
2020,1,Anthony Turgis,9,0,hilly,1597,156.0,126,Classic,0.0,7,312
2020,1,Jasper Stuyven,10,0,hilly,1597,156.0,65,Classic,0.0,9,540
2020,1,Oliver Naesen,11,0,hilly,1597,156.0,357,Classic,0.0,5,107
2020,1,Matteo Trentin,12,0,hilly,1597,156.0,73,Classic,0.0,32,295
2020,1,Clément Venturini,13,0,hilly,1597,156.0,77,Classic,0.0,5,477
2020,1,Luka Mezgec,14,0,hilly,1597,156.0,760,Hills,0.0,19,31
2020,1,Hugo Houle,15,0,hilly,1597,156.0,812,GC,0.0,3,25
2020,1,Sergio Higuita,16,0,hilly,1597,156.0,124,Climber,0.0,10,217
2020,1,Tadej Pogačar,17,0,hilly,1597,156.0,1,Climber,0.0,117,1770
2020,1,Connor Swift,18,0,hilly,1597,156.0,571,Classic,0.0,3,65
2020,1,Caleb Ewan,19,0,hilly,1597,156.0,0,Sprint,0.0,65,70
2020,1,Christophe Laporte,20,0,hilly,1597,156.0,49,Classic,0.0,34,554
2020,1,Jonas Koch,21,0,hilly,1597,156.0,1600,Hills,0.0,0,38
2020,1,Michael Mørkøv,22,0,hilly,1597,156.0,0,Classic,0.0,5,35
2020,1,Marco Haller,23,0,hilly,1597,156.0,416,Classic,0.0,6,48
2020,1,Cyril Gautier,24,0,hilly,1597,156.0,0,Classic,0.0,5,12
2020,1,Davide Formolo,25,0,hilly,1597,156.0,624,Climber,0.0,6,5
2020,1,Andrey Amador,26,0,hilly,1597,156.0,0,GC,0.0,2,5
2020,1,Forbidden,27,0,hilly,1597,156.0,0,GC,0.0,0,0
2020,1,Simone Consonni,28,0,hilly,1597,156.0,692,Classic,0.0,3,41
2020,1,Jan Polanc,29,0,hilly,1597,156.0,0,GC,0.0,4,376
2020,1,Edward Theuns,30,0,hilly,1597,156.0,565,Classic,0.0,10,74
2020,1,Jack Bauer,31,0,hilly,1597,156.0,0,TT,0.0,6,25
2020,1,Casper Pedersen,32,0,hilly,1597,156.0,576,Classic,0.0,3,84
2020,1,Joris Nieuwenhuis,33,0,hilly,1597,156.0,0,Classic,0.0,0,0
2020,1,Forbidden,34,0,hilly,1597,156.0,0,TT,0.0,0,0
2020,1,Page not found,35,0,hilly,1597,156.0,0,Classic,0.0,0,0
2020,1,Forbidden,36,0,hilly,1597,156.0,0,GC,0.0,0,0
2020,1,Clément Russo,37,0,hilly,1597,156.0,453,Classic,0.0,1,54
2020,1,Forbidden,38,0,hilly,1597,156.0,0,Classic,0.0,0,0
2020,1,Primož Roglič,39,0,hilly,1597,156.0,50,Climber,0.0,91,311
2020,1,Ryan Gibbons,40,0,hilly,1597,156.0,1414,Hills,0.0,10,10
2020,1,Sepp Kuss,41,0,hilly,1597,156.0,69,Climber,0.0,12,228
2020,1,Marco Marcato,42,0,hilly,1597,156.0,0,Classic,0.0,5,20
2020,1,Tom Dumoulin,43,0,hilly,1597,156.0,0,TT,0.0,22,0
2020,1,Richard Carapaz,44,0,hilly,1597,156.0,165,Climber,0.0,24,180
2020,1,Egan Bernal,45,0,hilly,1597,156.0,37,GC,0.0,23,483
2020,1,Page not found,46,0,hilly,1597,156.0,0,Climber,0.0,0,0
2020,1,Jens Debusschere,47,0,hilly,1597,156.0,0,Classic,0.0,15,0
2020,1,Daniel Oss,48,0,hilly,1597,156.0,0,Classic,0.0,2,0
2020,1,Forbidden,49,0,hilly,1597,156.0,0,Classic,0.0,0,0
2020,1,Roger Kluge,50,0,hilly,1597,156.0,0,Sprint,0.0,5,0
2020,1,Forbidden,51,0,hilly,1597,156.0,0,GC,0.0,0,0
2020,1,Tony Martin,52,0,hilly,1597,156.0,0,TT,0.0,67,164
2020,1,Kasper Asgreen,53,0,hilly,1597,156.0,530,TT,0.0,14,64
2020,1,Cyril Barthe,54,0,hilly,1597,156.0,553,Hills,0.0,0,60
2020,1,Fabien Grellier,55,0,hilly,1597,156.0,1954,Classic,0.0,0,0
2020,1,Kévin Reza,56,0,hilly,1597,156.0,0,Hills,0.0,0,0
2020,1,Mikaël Cherel,57,0,hilly,1597,156.0,0,GC,0.0,0,56
2020,1,Forbidden,58,0,hilly,1597,156.0,0,Classic,0.0,0,0
2020,1,Page not found,59,0,hilly,1597,156.0,0,GC,0.0,0,0
2020,1,Nairo Quintana,60,0,hilly,1597,156.0,245,GC,0.0,53,241
2020,1,Fabio Aru,61,0,hilly,1597,156.0,0,Climber,0.0,9,285
2020,1,Maxime Chevalier,62,0,hilly,1597,156.0,0,GC,0.0,0,0
2020,1,Gregor Mühlberger,63,0,hilly,1597,156.0,201,Climber,0.0,9,123
2020,1,Tiesj Benoot,64,0,hilly,1597,156.0,291,Classic,0.0,4,593
2020,1,Felix Großschartner,65,0,hilly,1597,156.0,156,GC,0.0,9,193
2020,1,Emanuel Buchmann,66,0,hilly,1597,156.0,667,GC,0.0,5,0
2020,1,Simon Geschke,67,0,hilly,1597,156.0,0,Climber,0.0,3,208
2020,1,Forbidden,68,0,hilly,1597,156.0,0,Classic,0.0,0,0
2020,1,Robert Gesink,69,0,hilly,1597,156.0,0,GC,0.0,13,0
2020,1,Hugo Hofstetter,70,0,hilly,1597,156.0,306,Classic,0.0,3,196
2020,1,Page not found,71,0,hilly,1597,156.0,0,GC,0.0,0,0
2020,1,Jens Keukeleire,72,0,hilly,1597,156.0,0,Classic,0.0,11,61
2020,1,Quentin Pacher,73,0,hilly,1597,156.0,572,Hills,0.0,0,72
2020,1,Forbidden,74,0,hilly,1597,156.0,0,Classic,0.0,0,0
2020,1,Guillaume Martin,75,0,hilly,1597,156.0,162,Climber,0.0,11,215
2020,1,Michał Kwiatkowski,76,0,hilly,1597,156.0,417,Classic,0.0,32,40
2020,1,Geoffrey Soupe,77,0,hilly,1597,156.0,1283,Sprint,0.0,4,29
2020,1,Nelson Oliveira,78,0,hilly,1597,156.0,529,TT,0.0,6,71
2020,1,Forbidden,79,0,hilly,1597,156.0,0,GC,0.0,0,0
2020,1,Enric Mas,80,0,hilly,1597,156.0,374,Climber,0.0,6,114
2020,1,Alexis Vuillermoz,81,0,hilly,1597,156.0,0,Climber,0.0,9,31
2020,1,Pierre Latour,82,0,hilly,1597,156.0,1019,GC,0.0,7,234
2020,1,Nans Peters,83,0,hilly,1597,156.0,917,Classic,0.0,3,90
2020,1,Romain Bardet,84,0,hilly,1597,156.0,0,Climber,0.0,11,0
2020,1,Neilson Powless,85,0,hilly,1597,156.0,273,Classic,0.0,8,0
2020,1,Hugh Carthy,86,0,hilly,1597,156.0,0,GC,0.0,7,10
2020,1,Alberto Bettiol,87,0,hilly,1597,156.0,104,Classic,0.0,9,141
2020,1,Krists Neilands,88,0,hilly,1597,156.0,358,Classic,0.0,9,106
2020,1,Max Walscheid,89,0,hilly,1597,156.0,280,Sprint,0.0,13,213
2020,1,Page not found,90,0,hilly,1597,156.0,0,Classic,0.0,0,0
2020,1,Forbidden,91,0,hilly,1597,156.0,0,Classic,0.0,0,0
2020,1,Gorka Izagirre,92,0,hilly,1597,156.0,0,GC,0.0,9,27
2020,1,Rigoberto Urán,93,0,hilly,1597,156.0,0,Climber,0.0,14,82
2020,1,Pierre Rolland,94,0,hilly,1597,156.0,0,Climber,0.0,12,0
2020,1,Nicolas Edet,95,0,hilly,1597,156.0,0,GC,0.0,2,0
2020,1,Bauke Mollema,96,0,hilly,1597,156.0,401,Climber,0.0,18,15
2020,1,Michael Gogl,97,0,hilly,1597,156.0,1022,Classic,0.0,0,25
2020,1,Mikel Nieve,98,0,hilly,1597,156.0,0,Climber,0.0,5,19
2020,1,Maximilian Schachmann,99,0,hilly,1597,156.0,494,GC,0.0,16,57
2020,1,Page not found,100,0,hilly,1597,156.0,0,Classic,0.0,0,0
2020,1,Kenny Elissonde,101,0,hilly,1597,156.0,0,Climber,0.0,2,32
2020,1,Nicolas Roche,102,0,hilly,1597,156.0,0,Climber,0.0,12,0
2020,1,Jan Hirt,103,0,hilly,1597,156.0,376,GC,0.0,5,160
2020,1,Forbidden,104,0,hilly,1597,156.0,0,Climber,0.0,0,0
2020,1,Dries Devenyns,105,0,hilly,1597,156.0,0,GC,0.0,7,60
2020,1,Tim Declercq,106,0,hilly,1597,156.0,0,Classic,0.0,0,15
2020,1,Julian Alaphilippe,107,0,hilly,1597,156.0,58,Classic,0.0,45,57
2020,1,Bob Jungels,108,0,hilly,1597,156.0,570,TT,0.0,27,10
2020,1,Page not found,109,0,hilly,1597,156.0,0,GC,0.0,0,0
2020,1,Ilnur Zakarin,110,0,hilly,1597,156.0,0,GC,0.0,8,0
2020,1,Imanol Erviti,111,0,hilly,1597,156.0,0,GC,0.0,3,77
2020,1,Jonathan Castroviejo,112,0,hilly,1597,156.0,1599,TT,0.0,11,38
2020,1,Forbidden,113,0,hilly,1597,156.0,0,GC,0.0,0,0
2020,1,Benoît Cosnefroy,114,0,hilly,1597,156.0,47,Classic,0.0,25,838
2020,1,Richie Porte,115,0,hilly,1597,156.0,0,GC,0.0,33,0
2020,1,Adam Yates,116,0,hilly,1597,156.0,50,Climber,0.0,34,390
2020,1,Daryl Impey,117,0,hilly,1597,156.0,0,Hills,0.0,30,29
2020,1,Dan Martin,118,0,hilly,1597,156.0,0,Climber,0.0,22,0
2020,1,Lennard Kämna,119,0,hilly,1597,156.0,362,Climber,0.0,9,39
2020,1,Domenico Pozzovivo,120,0,hilly,1597,156.0,296,GC,0.0,13,225
2020,1,Toms Skujiņš,121,0,hilly,1597,156.0,118,Classic,0.0,14,53
2020,1,Alejandro Valverde,122,0,hilly,1597,156.0,0,Climber,0.0,133,0
2020,1,Dario Cataldo,123,0,hilly,1597,156.0,0,Climber,0.0,5,15
2020,1,Frederik Frison,124,0,hilly,1597,156.0,1065,Classic,0.0,0,25
2020,1,Page not found,125,0,hilly,1597,156.0,0,GC,0.0,0,0
2020,1,Romain Sicard,126,0,hilly,1597,156.0,0,GC,0.0,1,70
2020,1,Roman Kreuziger,127,0,hilly,1597,156.0,0,GC,0.0,15,20
2020,1,Mikel Landa,128,0,hilly,1597,156.0,380,Climber,0.0,16,40
2020,1,Omar Fraile,129,0,hilly,1597,156.0,1948,Climber,0.0,8,15
2020,1,Miguel López,130,0,hilly,1597,156.0,0,Climber,0.0,0,0
2020,1,Ion Izagirre,131,0,hilly,1597,156.0,44,GC,0.0,19,634
2020,1,Harold Tejada,132,0,hilly,1597,156.0,71,Climber,0.0,2,370
2020,1,Luke Rowe,133,0,hilly,1597,156.0,0,Classic,1.7154,2,15
2020,1,Lukas Pöstlberger,134,0,hilly,1597,156.0,0,Classic,1.7154,6,0
2020,1,Anthony Perez,135,0,hilly,1597,156.0,1301,Classic,1.7154,5,0
2020,1,Diego Rosa,136,0,hilly,1597,156.0,0,Climber,1.7154,3,0
2020,1,Warren Barguil,137,0,hilly,1597,156.0,395,Climber,1.7154,8,33
2020,1,Winner Anacona,138,0,hilly,1597,156.0,0,GC,1.7154,4,0
2020,1,Ben Hermans,139,0,hilly,1597,156.0,0,GC,1.7964,19,0
2020,1,Sam Bewley,140,0,hilly,1597,156.0,0,TT,1.7964,0,10
2020,1,Stefan Küng,141,0,hilly,1597,156.0,369,TT,1.7964,30,20
2020,1,Matthieu Ladagnous,142,0,hilly,1597,156.0,0,GC,1.7964,11,25
2020,1,Rudy Molard,143,0,hilly,1597,156.0,250,Climber,1.7964,2,111
2020,1,Thibaut Pinot,144,0,hilly,1597,156.0,0,Climber,1.7964,33,1146
2020,1,Sébastien Reichenbach,145,0,hilly,1597,156.0,0,GC,1.8773,2,47
2020,1,Valentin Madouas,146,0,hilly,1597,156.0,187,Classic,1.8773,7,78
2020,1,Marc Hirschi,147,0,hilly,1597,156.0,130,Classic,1.8773,24,67
2020,1,Michael Schär,148,0,hilly,1597,156.0,0,GC,1.8773,2,40
2020,1,Niklas Eg,149,0,hilly,1597,156.0,0,GC,1.8773,0,0
2020,1,Mathieu Burgaudeau,150,0,hilly,1597,156.0,616,Hills,2.1424,5,35
2020,1,Lilian Calmejane,151,0,hilly,1597,156.0,0,GC,2.1424,12,0
2020,1,Wout Poels,152,0,hilly,1597,156.0,387,Climber,2.1424,26,142
2020,1,Carlos Verona,153,0,hilly,1597,156.0,612,GC,2.1424,2,37
2020,1,Guy Niv,154,0,hilly,1597,156.0,0,GC,2.3117,1,41
2020,1,Forbidden,155,0,hilly,1597,156.0,0,Hills,2.3117,0,0
2020,1,André Greipel,156,0,hilly,1597,156.0,0,Sprint,2.3117,158,0
2020,1,Nils Politt,157,0,hilly,1597,156.0,256,Classic,2.3117,8,189
2020,1,Marc Soler,158,0,hilly,1597,156.0,141,Climber,2.3117,11,184
2020,1,William Bonnet,159,0,hilly,1597,156.0,0,Classic,2.3117,4,10
2020,1,Rémi Cavagna,160,0,hilly,1597,156.0,347,TT,2.3117,13,124
2020,1,Pello Bilbao,161,0,hilly,1597,156.0,63,Climber,2.3117,17,419
2020,1,Damiano Caruso,162,0,hilly,1597,156.0,188,GC,2.3117,8,273
2020,1,Sonny Colbrelli,163,0,hilly,1597,156.0,0,Classic,2.3117,34,180
2020,1,Matej Mohorič,164,0,hilly,1597,156.0,176,Classic,2.3117,25,167
2020,1,David Gaudu,165,0,hilly,1597,156.0,308,Climber,2.3117,13,71
2020,1,George Bennett,166,0,hilly,1597,156.0,321,GC,2.3117,4,152
2020,1,Forbidden,167,0,hilly,1597,156.0,0,TT,4.8885,0,0
2020,1,Niccolò Bonifazio,168,0,hilly,1597,156.0,0,Sprint,4.8885,21,16
2020,1,Philippe Gilbert,169,0,hilly,1597,156.0,0,Classic,4.8885,80,0
2020,1,Jérôme Cousin,170,0,hilly,1597,156.0,0,GC,4.8885,2,0
2020,1,Nikias Arndt,171,0,hilly,1597,156.0,1595,Hills,4.8885,7,10
2020,1,Pavel Sivakov,172,0,hilly,1597,156.0,115,GC,5.7719,7,47
2020,1,Steff Cras,173,0,hilly,1597,156.0,425,GC,5.7719,1,46
2020,1,Kévin Ledanois,174,0,hilly,1597,156.0,0,Classic,5.7719,0,10
2020,1,Rafael Valls,175,0,hilly,1597,156.0,0,GC,5.7719,4,20
2020,2,Julian Alaphilippe,1,1,mountain,4066,185.0,58,Classic,0.0,45,57
2020,2,Marc Hirschi,2,0,mountain,4066,185.0,130,Classic,0.0,24,67
2020,2,Adam Yates,3,0,mountain,4066,185.0,50,Climber,0.0056,34,390
2020,2,Forbidden,4,0,mountain,4066,185.0,0,Classic,0.0113,0,0
2020,2,Sergio Higuita,5,0,mountain,4066,185.0,124,Climber,0.0113,10,217
2020,2,Bauke Mollema,6,0,mountain,4066,185.0,401,Climber,0.0113,18,15
2020,2,Page not found,7,0,mountain,4066,185.0,0,GC,0.0113,0,0
2020,2,Tadej Pogačar,8,0,mountain,4066,185.0,1,Climber,0.0113,117,1770
2020,2,Maximilian Schachmann,9,0,mountain,4066,185.0,494,GC,0.0113,16,57
2020,2,Alberto Bettiol,10,0,mountain,4066,185.0,104,Classic,0.0113,9,141
2020,2,Guillaume Martin,11,0,mountain,4066,185.0,162,Climber,0.0113,11,215
2020,2,Page not found,12,0,mountain,4066,185.0,0,Climber,0.0113,0,0
2020,2,Damiano Caruso,13,0,mountain,4066,185.0,188,GC,0.0113,8,273
2020,2,Alejandro Valverde,14,0,mountain,4066,185.0,0,Climber,0.0113,133,0
2020,2,Pierre Latour,15,0,mountain,4066,185.0,1019,GC,0.0113,7,234
2020,2,Miguel López,16,0,mountain,4066,185.0,0,Climber,0.0113,0,0
2020,2,Egan Bernal,17,0,mountain,4066,185.0,37,GC,0.0113,23,483
2020,2,Nairo Quintana,18,0,mountain,4066,185.0,245,GC,0.0113,53,241
2020,2,Page not found,19,0,mountain,4066,185.0,0,GC,0.0113,0,0
2020,2,Richard Carapaz,20,0,mountain,4066,185.0,165,Climber,0.0113,24,180
2020,2,Pierre Rolland,21,0,mountain,4066,185.0,0,Climber,0.0113,12,0
2020,2,Tom Dumoulin,22,0,mountain,4066,185.0,0,TT,0.0113,22,0
2020,2,Kenny Elissonde,23,0,mountain,4066,185.0,0,Climber,0.0113,2,32
2020,2,Nicolas Roche,24,0,mountain,4066,185.0,0,Climber,0.0113,12,0
2020,2,Enric Mas,25,0,mountain,4066,185.0,374,Climber,0.0113,6,114
2020,2,Emanuel Buchmann,26,0,mountain,4066,185.0,667,GC,0.0113,5,0
2020,2,Mikel Landa,27,0,mountain,4066,185.0,380,Climber,0.0113,16,40
2020,2,Pello Bilbao,28,0,mountain,4066,185.0,63,Climber,0.0113,17,419
2020,2,Thibaut Pinot,29,0,mountain,4066,185.0,0,Climber,0.0113,33,1146
2020,2,Romain Bardet,30,0,mountain,4066,185.0,0,Climber,0.0113,11,0
2020,2,Primož Roglič,31,0,mountain,4066,185.0,50,Climber,0.0113,91,311
2020,2,Rigoberto Urán,32,0,mountain,4066,185.0,0,Climber,0.0113,14,82
2020,2,Davide Formolo,33,0,mountain,4066,185.0,624,Climber,0.0113,6,5
2020,2,Richie Porte,34,0,mountain,4066,185.0,0,GC,0.0113,33,0
2020,2,Sébastien Reichenbach,35,0,mountain,4066,185.0,0,GC,0.0113,2,47
2020,2,Forbidden,36,0,mountain,4066,185.0,0,GC,0.0113,0,0
2020,2,Gorka Izagirre,37,0,mountain,4066,185.0,0,GC,0.1072,9,27
2020,2,Michał Kwiatkowski,38,0,mountain,4066,185.0,417,Classic,0.361,32,40
2020,2,Marc Soler,39,0,mountain,4066,185.0,141,Climber,0.4062,11,184
2020,2,Domenico Pozzovivo,40,0,mountain,4066,185.0,296,GC,0.4287,13,225
2020,2,George Bennett,41,0,mountain,4066,185.0,321,GC,0.4287,4,152
2020,2,Fabio Aru,42,0,mountain,4066,185.0,0,Climber,0.7277,9,285
2020,2,Rudy Molard,43,0,mountain,4066,185.0,250,Climber,0.7277,2,111
2020,2,Valentin Madouas,44,0,mountain,4066,185.0,187,Classic,0.7277,7,78
2020,2,Sepp Kuss,45,0,mountain,4066,185.0,69,Climber,0.7277,12,228
2020,2,Page not found,46,0,mountain,4066,185.0,0,Classic,0.7277,0,0
2020,2,Hugh Carthy,47,0,mountain,4066,185.0,0,GC,1.2298,7,10
2020,2,Forbidden,48,0,mountain,4066,185.0,0,GC,1.2298,0,0
2020,2,Alexis Vuillermoz,49,0,mountain,4066,185.0,0,Climber,1.2298,9,31
2020,2,Nicolas Edet,50,0,mountain,4066,185.0,0,GC,1.4949,2,0
2020,2,Harold Tejada,51,0,mountain,4066,185.0,71,Climber,1.4949,2,370
2020,2,Ilnur Zakarin,52,0,mountain,4066,185.0,0,GC,1.4949,8,0
2020,2,Romain Sicard,53,0,mountain,4066,185.0,0,GC,1.4949,1,70
2020,2,Mikel Nieve,54,0,mountain,4066,185.0,0,Climber,1.4949,5,19
2020,2,Ion Izagirre,55,0,mountain,4066,185.0,44,GC,1.4949,19,634
2020,2,Warren Barguil,56,0,mountain,4066,185.0,395,Climber,1.4949,8,33
2020,2,Jasper Stuyven,57,0,mountain,4066,185.0,65,Classic,1.8898,9,540
2020,2,Krists Neilands,58,0,mountain,4066,185.0,358,Classic,2.3805,9,106
2020,2,Jonathan Castroviejo,59,0,mountain,4066,185.0,1599,TT,2.3805,11,38
2020,2,Bob Jungels,60,0,mountain,4066,185.0,570,TT,2.3805,27,10
2020,2,Mikaël Cherel,61,0,mountain,4066,185.0,0,GC,2.3805,0,56
2020,2,Winner Anacona,62,0,mountain,4066,185.0,0,GC,2.3805,4,0
2020,2,Nelson Oliveira,63,0,mountain,4066,185.0,529,TT,2.939,6,71
2020,2,Robert Gesink,64,0,mountain,4066,185.0,0,GC,2.939,13,0
2020,2,Niklas Eg,65,0,mountain,4066,185.0,0,GC,2.939,0,0
2020,2,Diego Rosa,66,0,mountain,4066,185.0,0,Climber,3.3565,3,0
2020,2,Jan Polanc,67,0,mountain,4066,185.0,0,GC,3.3677,4,376
2020,2,Cyril Gautier,68,0,mountain,4066,185.0,0,Classic,3.4918,5,12
2020,2,Toms Skujiņš,69,0,mountain,4066,185.0,118,Classic,3.4918,14,53
2020,2,Ben Hermans,70,0,mountain,4066,185.0,0,GC,3.4918,19,0
2020,2,Lennard Kämna,71,0,mountain,4066,185.0,362,Climber,3.4918,9,39
2020,2,Felix Großschartner,72,0,mountain,4066,185.0,156,GC,3.4918,9,193
2020,2,Gregor Mühlberger,73,0,mountain,4066,185.0,201,Climber,3.4918,9,123
2020,2,Dario Cataldo,74,0,mountain,4066,185.0,0,Climber,3.4918,5,15
2020,2,Clément Venturini,75,0,mountain,4066,185.0,77,Classic,4.3042,5,477
2020,2,Carlos Verona,76,0,mountain,4066,185.0,612,GC,4.6934,2,37
2020,2,Neilson Powless,77,0,mountain,4066,185.0,273,Classic,4.6934,8,0
2020,2,Forbidden,78,0,mountain,4066,185.0,0,TT,4.6934,0,0
2020,2,Dries Devenyns,79,0,mountain,4066,185.0,0,GC,4.9247,7,60
2020,2,Kasper Asgreen,80,0,mountain,4066,185.0,530,TT,6.0078,14,64
2020,2,Oliver Naesen,81,0,mountain,4066,185.0,357,Classic,6.0078,5,107
2020,2,Connor Swift,82,0,mountain,4066,185.0,571,Classic,6.0078,3,65
2020,2,Nils Politt,83,0,mountain,4066,185.0,256,Classic,6.0078,8,189
2020,2,Page not found,84,0,mountain,4066,185.0,0,GC,6.0078,0,0
2020,2,Stefan Küng,85,0,mountain,4066,185.0,369,TT,6.0078,30,20
2020,2,Nans Peters,86,0,mountain,4066,185.0,917,Classic,6.0078,3,90
2020,2,Michael Schär,87,0,mountain,4066,185.0,0,GC,6.0078,2,40
2020,2,Roman Kreuziger,88,0,mountain,4066,185.0,0,GC,6.0078,15,20
2020,2,Forbidden,89,0,mountain,4066,185.0,0,Hills,6.0078,0,0
2020,2,Simon Geschke,90,0,mountain,4066,185.0,0,Climber,6.0078,3,208
2020,2,Quentin Pacher,91,0,mountain,4066,185.0,572,Hills,6.0078,0,72
2020,2,Benoît Cosnefroy,92,0,mountain,4066,185.0,47,Classic,6.0078,25,838
2020,2,Jonas Koch,93,0,mountain,4066,185.0,1600,Hills,6.0078,0,38
2020,2,Anthony Perez,94,0,mountain,4066,185.0,1301,Classic,6.0078,5,0
2020,2,Edward Theuns,95,0,mountain,4066,185.0,565,Classic,6.0078,10,74
2020,2,David Gaudu,96,0,mountain,4066,185.0,308,Climber,6.0078,13,71
2020,2,Tiesj Benoot,97,0,mountain,4066,185.0,291,Classic,6.0078,4,593
2020,2,Omar Fraile,98,0,mountain,4066,185.0,1948,Climber,6.0078,8,15
2020,2,Page not found,99,0,mountain,4066,185.0,0,GC,6.0078,0,0
2020,2,Dan Martin,100,0,mountain,4066,185.0,0,Climber,6.0078,22,0
2020,2,Forbidden,101,0,mountain,4066,185.0,0,Classic,6.0078,0,0
2020,2,Forbidden,102,0,mountain,4066,185.0,0,Classic,6.0078,0,0
2020,2,Lukas Pöstlberger,103,0,mountain,4066,185.0,0,Classic,6.0078,6,0
2020,2,Tim Declercq,104,0,mountain,4066,185.0,0,Classic,6.0078,0,15
2020,2,Page not found,105,0,mountain,4066,185.0,0,Classic,6.0078,0,0
2020,2,Daniel Oss,106,0,mountain,4066,185.0,0,Classic,6.0078,2,0
2020,2,Michael Gogl,107,0,mountain,4066,185.0,1022,Classic,6.0078,0,25
2020,2,Peter Sagan,108,0,mountain,4066,185.0,0,Classic,6.0078,121,0
2020,2,Tony Martin,109,0,mountain,4066,185.0,0,TT,6.0078,67,164
2020,2,Sonny Colbrelli,110,0,mountain,4066,185.0,0,Classic,6.0078,34,180
2020,2,Forbidden,111,0,mountain,4066,185.0,0,Climber,6.0078,0,0
2020,2,Jan Hirt,112,0,mountain,4066,185.0,376,GC,6.0416,5,160
2020,2,Page not found,113,0,mountain,4066,185.0,0,Classic,7.0063,0,0
2020,2,Matteo Trentin,114,0,mountain,4066,185.0,73,Classic,7.0063,32,295
2020,2,Matej Mohorič,115,0,mountain,4066,185.0,176,Classic,7.0063,25,167
2020,2,Daryl Impey,116,0,mountain,4066,185.0,0,Hills,7.0063,30,29
2020,2,Guy Niv,117,0,mountain,4066,185.0,0,GC,7.0063,1,41
2020,2,Jens Keukeleire,118,0,mountain,4066,185.0,0,Classic,7.0063,11,61
2020,2,Kévin Ledanois,119,0,mountain,4066,185.0,0,Classic,7.0063,0,10
2020,2,Jack Bauer,120,0,mountain,4066,185.0,0,TT,7.0063,6,25
2020,2,Forbidden,121,0,mountain,4066,185.0,0,Classic,7.0063,0,0
2020,2,Forbidden,122,0,mountain,4066,185.0,0,GC,7.0063,0,0
2020,2,Forbidden,123,0,mountain,4066,185.0,0,Classic,7.3222,0,0
2020,2,Matthieu Ladagnous,124,0,mountain,4066,185.0,0,GC,7.3222,11,25
2020,2,Cyril Barthe,125,0,mountain,4066,185.0,553,Hills,7.3222,0,60
2020,2,Joris Nieuwenhuis,126,0,mountain,4066,185.0,0,Classic,7.3222,0,0
2020,2,Imanol Erviti,127,0,mountain,4066,185.0,0,GC,7.3222,3,77
2020,2,Hugo Houle,128,0,mountain,4066,185.0,812,GC,7.3222,3,25
2020,2,Wout Poels,129,0,mountain,4066,185.0,387,Climber,8.7268,26,142
2020,2,Pavel Sivakov,130,0,mountain,4066,185.0,115,GC,9.5617,7,47
2020,2,Elia Viviani,131,0,mountain,4066,185.0,515,Sprint,9.5617,90,150
2020,2,Jens Debusschere,132,0,mountain,4066,185.0,0,Classic,9.5617,15,0
2020,2,Rémi Cavagna,133,0,mountain,4066,185.0,347,TT,9.5617,13,124
2020,2,Hugo Hofstetter,134,0,mountain,4066,185.0,306,Classic,9.5617,3,196
2020,2,Geoffrey Soupe,135,0,mountain,4066,185.0,1283,Sprint,9.5617,4,29
2020,2,Forbidden,136,0,mountain,4066,185.0,0,GC,9.5617,0,0
2020,2,Alexander Kristoff,137,0,mountain,4066,185.0,633,Classic,9.5617,98,380
2020,2,Marco Marcato,138,0,mountain,4066,185.0,0,Classic,9.5617,5,20
2020,2,Luka Mezgec,139,0,mountain,4066,185.0,760,Hills,9.5617,19,31
2020,2,Marco Haller,140,0,mountain,4066,185.0,416,Classic,9.5617,6,48
2020,2,Maxime Chevalier,141,0,mountain,4066,185.0,0,GC,9.5617,0,0
2020,2,Anthony Turgis,142,0,mountain,4066,185.0,126,Classic,9.5617,7,312
2020,2,Lilian Calmejane,143,0,mountain,4066,185.0,0,GC,9.5617,12,0
2020,2,Andrey Amador,144,0,mountain,4066,185.0,0,GC,9.5617,2,5
2020,2,Casper Pedersen,145,0,mountain,4066,185.0,576,Classic,9.5617,3,84
2020,2,Mads Pedersen,146,0,mountain,4066,185.0,28,Classic,9.5617,60,488
2020,2,Christophe Laporte,147,0,mountain,4066,185.0,49,Classic,9.5617,34,554
2020,2,Luke Rowe,148,0,mountain,4066,185.0,0,Classic,9.5617,2,15
2020,2,Michael Mørkøv,149,0,mountain,4066,185.0,0,Classic,9.5617,5,35
2020,2,Ryan Gibbons,150,0,mountain,4066,185.0,1414,Hills,9.7873,10,10
