year,stage,rider_name,position,won,stage_type,elevation,distance_km,pcs_ranking,rider_type,gap_pct,hist_stage_wins,RCS_ranking
2025,1,PhilipsenJasper,1,1,flat,1065,184.9,0,Sprint,0.0,0,0
2025,1,GirmayBiniam,2,0,flat,1065,184.9,0,Classic,0.0,0,0
2025,1,WærenskjoldSøren,3,0,flat,1065,184.9,0,Classic,0.0,0,0
2025,1,TurgisAnthony,4,0,flat,1065,184.9,0,Classic,0.0,0,0
2025,1,TrentinMatteo,5,0,flat,1065,184.9,0,Classic,0.0,0,0
2025,1,RussoClément,6,0,flat,1065,184.9,0,Classic,0.0,0,0
2025,1,PenhoëtPaul,7,0,flat,1065,184.9,0,Sprint,0.0,0,0
2025,1,JorgensonMatteo,8,0,flat,1065,184.9,0,GC,0.0,0,0
2025,1,MayrhoferMarius,9,0,flat,1065,184.9,0,Hills,0.0,0,0
2025,1,WatsonSamuel,10,0,flat,1065,184.9,0,Hills,0.0,0,0
2025,1,TeunissenMike,11,0,flat,1065,184.9,0,Classic,0.0,0,0
2025,1,García CortinaIván,12,0,flat,1065,184.9,0,Classic,0.0,0,0
2025,1,MärklNiklas,13,0,flat,1065,184.9,0,Sprint,0.0,0,0
2025,1,SweenyHarry,14,0,flat,1065,184.9,0,GC,0.0,0,0
2025,1,NeilandsKrists,15,0,flat,1065,184.9,0,Classic,0.0,0,0
2025,1,VauquelinKévin,16,0,flat,1065,184.9,0,GC,0.0,0,0
2025,1,TouzéDamien,17,0,flat,1065,184.9,0,Classic,0.0,0,0
2025,1,PogačarTadej,18,0,flat,1065,184.9,0,Climber,0.0,0,0
2025,1,AckermannPascal,19,0,flat,1065,184.9,0,Sprint,0.0,0,0
2025,1,VingegaardJonas,20,0,flat,1065,184.9,0,GC,0.0,0,0
2025,1,StuyvenJasper,21,0,flat,1065,184.9,0,Classic,0.0,0,0
2025,1,HallerMarco,22,0,flat,1065,184.9,0,Classic,0.0,0,0
2025,1,GrovesKaden,23,0,flat,1065,184.9,0,Hills,0.0,0,0
2025,1,AsgreenKasper,24,0,flat,1065,184.9,0,TT,0.0,0,0
2025,1,BlackmoreJoseph,25,0,flat,1065,184.9,0,GC,0.0,0,0
2025,1,MezgecLuka,26,0,flat,1065,184.9,0,Hills,0.0,0,0
2025,1,BenootTiesj,27,0,flat,1065,184.9,0,Classic,0.0,0,0
2025,1,van der PoelMathieu,28,0,flat,1065,184.9,0,Classic,0.0,0,0
2025,1,FredheimStian,29,0,flat,1065,184.9,0,Sprint,0.0,0,0
2025,1,JohannessenTobias Halland,30,0,flat,1065,184.9,0,Climber,0.0,0,0
2025,1,MasEnric,31,0,flat,1065,184.9,0,Climber,0.0,0,0
2025,1,WellensTim,32,0,flat,1065,184.9,0,GC,0.0,0,0
2025,1,BartheCyril,33,0,flat,1065,184.9,0,Hills,0.0,0,0
2025,1,AbrahamsenJonas,34,0,flat,1065,184.9,0,Classic,0.0929,0,0
2025,1,RickaertJonas,35,0,flat,1065,184.9,0,Classic,0.0929,0,0
2025,1,MeurisseXandro,36,0,flat,1065,184.9,0,GC,0.0929,0,0
2025,1,BalleriniDavide,37,0,flat,1065,184.9,0,Classic,0.1429,0,0
2025,1,AffiniEdoardo,38,0,flat,1065,184.9,0,TT,0.1787,0,0
2025,1,MilanJonathan,39,0,flat,1065,184.9,0,Sprint,0.2788,0,0
2025,1,De LieArnaud,40,0,flat,1065,184.9,0,Classic,0.2788,0,0
2025,1,CoquardBryan,41,0,flat,1065,184.9,0,Sprint,0.2788,0,0
2025,1,MeeusJordi,42,0,flat,1065,184.9,0,Classic,0.2788,0,0
2025,1,BittnerPavel,43,0,flat,1065,184.9,0,Sprint,0.2788,0,0
2025,1,DaineseAlberto,44,0,flat,1065,184.9,0,Sprint,0.2788,0,0
2025,1,StannardRobert,45,0,flat,1065,184.9,0,Hills,0.2788,0,0
2025,1,BauhausPhil,46,0,flat,1065,184.9,0,Sprint,0.2788,0,0
2025,1,MerlierTim,47,0,flat,1065,184.9,0,Sprint,0.2788,0,0
2025,1,van AertWout,48,0,flat,1065,184.9,0,Classic,0.2788,0,0
2025,1,van PoppelDanny,49,0,flat,1065,184.9,0,Sprint,0.2788,0,0
2025,1,PowlessNeilson,50,0,flat,1065,184.9,0,Classic,0.2788,0,0
2025,1,HoelgaardMarkus,51,0,flat,1065,184.9,0,Classic,0.2788,0,0
2025,1,BerthetClément,52,0,flat,1065,184.9,0,Climber,0.2788,0,0
2025,1,AndresenTobias Lund,53,0,flat,1065,184.9,0,Classic,0.2788,0,0
2025,1,SkjelmoseMattias,54,0,flat,1065,184.9,0,Climber,0.2788,0,0
2025,1,De BuystJasper,55,0,flat,1065,184.9,0,Classic,0.2788,0,0
2025,1,BuchmannEmanuel,56,0,flat,1065,184.9,0,GC,0.2788,0,0
2025,1,BoivinGuillaume,57,0,flat,1065,184.9,0,Classic,0.2788,0,0
2025,1,AlmeidaJoão,58,0,flat,1065,184.9,0,GC,0.2788,0,0
2025,1,CapiotAmaury,59,0,flat,1065,184.9,0,Classic,0.2788,0,0
2025,1,GroenewegenDylan,60,0,flat,1065,184.9,0,Sprint,0.2788,0,0
2025,1,CortMagnus,61,0,flat,1065,184.9,0,Hills,0.2788,0,0
2025,1,DémareArnaud,62,0,flat,1065,184.9,0,Classic,0.2788,0,0
2025,1,RenardAlexis,63,0,flat,1065,184.9,0,Classic,0.2788,0,0
2025,1,HealyBen,64,0,flat,1065,184.9,0,Climber,0.2788,0,0
2025,1,LouvelMatis,65,0,flat,1065,184.9,0,Classic,0.2788,0,0
2025,1,Paret-PeintreAurélien,66,0,flat,1065,184.9,0,GC,0.2788,0,0
2025,1,EvenepoelRemco,67,0,flat,1065,184.9,0,TT,0.2788,0,0
2025,1,JegatJordan,68,0,flat,1065,184.9,0,Climber,0.2788,0,0
2025,1,RodríguezCarlos,69,0,flat,1065,184.9,0,GC,0.2788,0,0
2025,1,VermeerschGianni,70,0,flat,1065,184.9,0,Classic,0.2788,0,0
2025,1,BuitragoSantiago,71,0,flat,1065,184.9,0,Climber,0.2788,0,0
2025,1,ValgrenMichael,72,0,flat,1065,184.9,0,Classic,0.2788,0,0
2025,1,NaesenOliver,73,0,flat,1065,184.9,0,Classic,0.2788,0,0
2025,1,OnleyOscar,74,0,flat,1065,184.9,0,GC,0.2788,0,0
2025,1,GallFelix,75,0,flat,1065,184.9,0,Climber,0.2788,0,0
2025,1,Van WilderIlan,76,0,flat,1065,184.9,0,GC,0.2788,0,0
2025,1,EenkhoornPascal,77,0,flat,1065,184.9,0,Classic,0.2788,0,0
