rider_name,position,won,stage_type,elevation,distance_km,pcs_ranking,rider_type,gap_pct,hist_stage_wins,RCS_ranking
BauhausPhil,2,0,flat,1176,188.6,0,Sprint,0.0,0,0
KristoffAlexander,3,0,flat,1176,188.6,0,Classic,0.0,0,0
BennettSam,4,0,flat,1176,188.6,0,Sprint,0.0,0,0
van AertWout,5,0,flat,1176,188.6,0,Classic,0.0,0,0
AckermannPascal,6,0,flat,1176,188.6,0,Sprint,0.0,0,0
CoquardBryan,7,0,flat,1176,188.6,0,Sprint,0.0,0,0
WærenskjoldSøren,8,0,flat,1176,188.6,0,Classic,0.0,0,0
GibbonsRyan,9,0,flat,1176,188.6,0,Hills,0.0,0,0
van PoppelDanny,10,0,flat,1176,188.6,0,Sprint,0.0,0,0
BisseggerStefan,11,0,flat,1176,188.6,0,TT,0.0,0,0
van der PoelMathieu,12,0,flat,1176,188.6,0,Classic,0.0,0,0
TeunissenMike,13,0,flat,1176,188.6,0,Classic,0.0,0,0
GaviriaFernando,14,0,flat,1176,188.6,0,Sprint,0.0,0,0
ZingleAxel,15,0,flat,1176,188.6,0,Classic,0.0,0,0
RussoClément,16,0,flat,1176,188.6,0,Classic,0.0,0,0
CavendishMark,17,0,flat,1176,188.6,0,Sprint,0.0,0,0
DémareArnaud,18,0,flat,1176,188.6,0,Classic,0.0,0,0
GroenewegenDylan,19,0,flat,1176,188.6,0,Sprint,0.0,0,0
DegenkolbJohn,20,0,flat,1176,188.6,0,Classic,0.0,0,0
AllegaertPiet,21,0,flat,1176,188.6,0,Classic,0.0,0,0
TurgisAnthony,22,0,flat,1176,188.6,0,Classic,0.0,0,0
RexLaurenz,23,0,flat,1176,188.6,0,Classic,0.0,0,0
BalleriniDavide,24,0,flat,1176,188.6,0,Classic,0.0,0,0
McLayDaniel,25,0,flat,1176,188.6,0,Sprint,0.0,0,0
NaesenOliver,26,0,flat,1176,188.6,0,Classic,0.0,0,0
De LieArnaud,27,0,flat,1176,188.6,0,Classic,0.0,0,0
GhysRobbe,28,0,flat,1176,188.6,0,Classic,0.0,0,0
AbrahamsenJonas,29,0,flat,1176,188.6,0,Classic,0.0,0,0
StewartJake,30,0,flat,1176,188.6,0,Hills,0.0,0,0
BeullensCedric,31,0,flat,1176,188.6,0,Classic,0.0,0,0
LaporteChristophe,32,0,flat,1176,188.6,0,Classic,0.0,0,0
StuyvenJasper,33,0,flat,1176,188.6,0,Classic,0.0,0,0
ArndtNikias,34,0,flat,1176,188.6,0,Hills,0.0,0,0
TillerRasmus,35,0,flat,1176,188.6,0,Classic,0.0,0,0
PolittNils,36,0,flat,1176,188.6,0,Classic,0.0,0,0
PogačarTadej,37,0,flat,1176,188.6,0,Climber,0.0,0,0
Gee-WestDerek,38,0,flat,1176,188.6,0,Climber,0.0,0,0
HouleHugo,39,0,flat,1176,188.6,0,GC,0.0,0,0
MartinGuillaume,40,0,flat,1176,188.6,0,Climber,0.0,0,0
GodonDorian,41,0,flat,1176,188.6,0,Hills,0.0,0,0
MezgecLuka,42,0,flat,1176,188.6,0,Hills,0.0,0,0
NeilandsKrists,43,0,flat,1176,188.6,0,Classic,0.0,0,0
RodríguezCarlos,44,0,flat,1176,188.6,0,GC,0.0,0,0
ReindersElmar,45,0,flat,1176,188.6,0,Classic,0.0,0,0
VermeerschGianni,46,0,flat,1176,188.6,0,Classic,0.0,0,0
LauranceAxel,47,0,flat,1176,188.6,0,Hills,0.0,0,0
LampaertYves,48,0,flat,1176,188.6,0,Classic,0.0,0,0
MeintjesLouis,49,0,flat,1176,188.6,0,GC,0.0,0,0
CrasSteff,50,0,flat,1176,188.6,0,GC,0.0,0,0
CortMagnus,51,0,flat,1176,188.6,0,Hills,0.0,0,0
EekhoffNils,52,0,flat,1176,188.6,0,Classic,0.0,0,0
BolCees,53,0,flat,1176,188.6,0,Sprint,0.0,0,0
KüngStefan,54,0,flat,1176,188.6,0,TT,0.0,0,0
BernardJulien,55,0,flat,1176,188.6,0,GC,0.0,0,0
CicconeGiulio,56,0,flat,1176,188.6,0,Climber,0.0,0,0
PetersNans,57,0,flat,1176,188.6,0,Classic,0.0,0,0
RodríguezCristián,58,0,flat,1176,188.6,0,GC,0.0,0,0
GrégoireRomain,59,0,flat,1176,188.6,0,Classic,0.0,0,0
MadouasValentin,60,0,flat,1176,188.6,0,Classic,0.0,0,0
JegatJordan,61,0,flat,1176,188.6,0,Climber,0.0,0,0
JohannessenTobias Halland,62,0,flat,1176,188.6,0,Climber,0.0,0,0
DriznersJarrad,63,0,flat,1176,188.6,0,GC,0.0,0,0
PacherQuentin,64,0,flat,1176,188.6,0,Hills,0.0,0,0
HindleyJai,65,0,flat,1176,188.6,0,Climber,0.0,0,0
KwiatkowskiMichał,66,0,flat,1176,188.6,0,Classic,0.0,0,0
EikingOdd Christian,67,0,flat,1176,188.6,0,GC,0.0,0,0
EvenepoelRemco,68,0,flat,1176,188.6,0,TT,0.0,0,0
OnleyOscar,69,0,flat,1176,188.6,0,GC,0.0,0,0
Van WilderIlan,70,0,flat,1176,188.6,0,GC,0.0,0,0
AlmeidaJoão,71,0,flat,1176,188.6,0,GC,0.0,0,0
DillierSilvan,72,0,flat,1176,188.6,0,Classic,0.0,0,0
AranburuAlex,73,0,flat,1176,188.6,0,Classic,0.0,0,0
ArmirailBruno,74,0,flat,1176,188.6,0,TT,0.0,0,0
VeronaCarlos,75,0,flat,1176,188.6,0,GC,0.0,0,0
JorgensonMatteo,76,0,flat,1176,188.6,0,GC,0.0,0,0
van den BroekFrank,77,0,flat,1176,188.6,0,GC,0.0,0,0
GenietsKevin,78,0,flat,1176,188.6,0,Classic,0.0,0,0
LandaMikel,79,0,flat,1176,188.6,0,Climber,0.0,0,0
VingegaardJonas,80,0,flat,1176,188.6,0,GC,0.0,0,0
FormoloDavide,81,0,flat,1176,188.6,0,Climber,0.0,0,0
HallerMarco,82,0,flat,1176,188.6,0,Classic,0.0,0,0
YatesAdam,83,0,flat,1176,188.6,0,Climber,0.0,0,0
BuitragoSantiago,84,0,flat,1176,188.6,0,Climber,0.0,0,0
MosconGianni,85,0,flat,1176,188.6,0,Classic,0.0,0,0
SkujiņšToms,86,0,flat,1176,188.6,0,Classic,0.0,0,0
ProdhommeNicolas,87,0,flat,1176,188.6,0,GC,0.0,0,0
Van MoerBrent,88,0,flat,1176,188.6,0,Classic,0.0,0,0
LapeiraPaul,89,0,flat,1176,188.6,0,Classic,0.0,0,0
GallFelix,90,0,flat,1176,188.6,0,Climber,0.0,0,0
FuglsangJakob,91,0,flat,1176,188.6,0,GC,0.0,0,0
KeldermanWilco,92,0,flat,1176,188.6,0,GC,0.0,0,0
OliveiraNelson,93,0,flat,1176,188.6,0,TT,0.0,0,0
YatesSimon,94,0,flat,1176,188.6,0,Climber,0.0,0,0
KulsetJohannes,95,0,flat,1176,188.6,0,GC,0.0,0,0
HealyBen,96,0,flat,1176,188.6,0,Climber,0.0,0,0
CostaRui,97,0,flat,1176,188.6,0,GC,0.0,0,0
WilliamsStephen,98,0,flat,1176,188.6,0,GC,0.0,0,0
De PlusLaurens,99,0,flat,1176,188.6,0,GC,0.0,0,0
GeschkeSimon,100,0,flat,1176,188.6,0,Climber,0.0,0,0
García PiernaRaúl,101,0,flat,1176,188.6,0,GC,0.0,0,0
RomoJavier,102,0,flat,1176,188.6,0,GC,0.0,0,0
LazkanoOier,103,0,flat,1176,188.6,0,Classic,0.0,0,0
SobreroMatteo,104,0,flat,1176,188.6,0,TT,0.0,0,0
JungelsBob,105,0,flat,1176,188.6,0,TT,0.0,0,0
VauquelinKévin,106,0,flat,1176,188.6,0,GC,0.0,0,0
BurgaudeauMathieu,107,0,flat,1176,188.6,0,Hills,0.0,0,0
DenzNico,108,0,flat,1176,188.6,0,Hills,0.0,0,0
ZimmermannGeorg,109,0,flat,1176,188.6,0,Classic,0.0,0,0
BarguilWarren,110,0,flat,1176,188.6,0,Climber,0.0,0,0
PoelsWout,111,0,flat,1176,188.6,0,Climber,0.0,0,0
SivakovPavel,112,0,flat,1176,188.6,0,GC,0.3778,0,0
GachignardThomas,113,0,flat,1176,188.6,0,GC,0.3778,0,0
MatthewsMichael,114,0,flat,1176,188.6,0,Classic,0.3778,0,0
GrellierFabien,115,0,flat,1176,188.6,0,Classic,0.3778,0,0
HaigJack,116,0,flat,1176,188.6,0,GC,0.3778,0,0
TurnerBen,117,0,flat,1176,188.6,0,Hills,0.3778,0,0
VercherMattéo,118,0,flat,1176,188.6,0,Hills,0.3778,0,0
ThomasGeraint,119,0,flat,1176,188.6,0,GC,0.3778,0,0
CastroviejoJonathan,120,0,flat,1176,188.6,0,TT,0.3778,0,0
DurbridgeLuke,121,0,flat,1176,188.6,0,TT,0.3778,0,0
MozzatoLuca,122,0,flat,1176,188.6,0,Classic,0.6496,0,0
ChampoussinClément,123,0,flat,1176,188.6,0,Climber,0.6496,0,0
CampenaertsVictor,124,0,flat,1176,188.6,0,TT,0.6496,0,0
GrignardSébastien,125,0,flat,1176,188.6,0,Classic,0.6496,0,0
TratnikJan,126,0,flat,1176,188.6,0,TT,0.7622,0,0
MohoričMatej,127,0,flat,1176,188.6,0,Classic,0.7622,0,0
SolerMarc,128,0,flat,1176,188.6,0,Climber,0.7954,0,0
BenootTiesj,129,0,flat,1176,188.6,0,Classic,0.7954,0,0
DujardinSandy,130,0,flat,1176,188.6,0,Classic,0.7954,0,0
GauduDavid,131,0,flat,1176,188.6,0,Climber,0.7954,0,0
MartinezLenny,132,0,flat,1176,188.6,0,Climber,0.7954,0,0
LemmenBart,133,0,flat,1176,188.6,0,GC,0.7954,0,0
BardetRomain,134,0,flat,1176,188.6,0,Climber,0.7954,0,0
MühlbergerGregor,135,0,flat,1176,188.6,0,Climber,0.7954,0,0
MasEnric,136,0,flat,1176,188.6,0,Climber,0.7954,0,0
BernalEgan,137,0,flat,1176,188.6,0,GC,0.7954,0,0
HirtJan,138,0,flat,1176,188.6,0,GC,0.9942,0,0
VanhouckeHarm,139,0,flat,1176,188.6,0,GC,1.0937,0,0
PageHugo,140,0,flat,1176,188.6,0,Classic,1.1666,0,0
GirmayBiniam,141,0,flat,1176,188.6,0,Classic,1.1666,0,0
GoossensKobe,142,0,flat,1176,188.6,0,Classic,1.1666,0,0
van den BergMarijn,143,0,flat,1176,188.6,0,Hills,1.1666,0,0
PowlessNeilson,144,0,flat,1176,188.6,0,Classic,1.1666,0,0
QuinnSean,145,0,flat,1176,188.6,0,GC,1.1666,0,0
LutsenkoAlexey,146,0,flat,1176,188.6,0,GC,1.1666,0,0
CarapazRichard,147,0,flat,1176,188.6,0,Climber,1.1666,0,0
TejadaHarold,148,0,flat,1176,188.6,0,Climber,1.1666,0,0
WellensTim,149,0,flat,1176,188.6,0,GC,1.2262,0,0
Juul-JensenChristopher,150,0,flat,1176,188.6,0,GC,1.2262,0,0
CarapazRichard,1,1,hilly,3091,177.8,0,Climber,0.0,0,0
YatesSimon,2,0,hilly,3091,177.8,0,Climber,0.2505,0,0
MasEnric,3,0,hilly,3091,177.8,0,Climber,0.3858,0,0
De PlusLaurens,4,0,hilly,3091,177.8,0,GC,0.704,0,0
OnleyOscar,5,0,hilly,3091,177.8,0,GC,0.704,0,0
MartinGuillaume,6,0,hilly,3091,177.8,0,Climber,1.056,0,0
CortMagnus,7,0,hilly,3091,177.8,0,Hills,1.0695,0,0
PoelsWout,8,0,hilly,3091,177.8,0,Climber,1.0763,0,0
JegatJordan,9,0,hilly,3091,177.8,0,Climber,1.0763,0,0
AranburuAlex,10,0,hilly,3091,177.8,0,Classic,1.0763,0,0
SkujiņšToms,11,0,hilly,3091,177.8,0,Classic,1.0763,0,0
WilliamsStephen,12,0,hilly,3091,177.8,0,GC,1.0763,0,0
MeintjesLouis,13,0,hilly,3091,177.8,0,GC,1.0763,0,0
ArmirailBruno,14,0,hilly,3091,177.8,0,TT,1.0763,0,0
CrasSteff,15,0,hilly,3091,177.8,0,GC,1.1372,0,0
MadouasValentin,16,0,hilly,3091,177.8,0,Classic,1.1711,0,0
JungelsBob,17,0,hilly,3091,177.8,0,TT,1.1711,0,0
BernardJulien,18,0,hilly,3091,177.8,0,GC,1.2049,0,0
KulsetJohannes,19,0,hilly,3091,177.8,0,GC,1.7397,0,0
PacherQuentin,20,0,hilly,3091,177.8,0,Hills,1.9224,0,0
EikingOdd Christian,21,0,hilly,3091,177.8,0,GC,2.2609,0,0
RodríguezCristián,22,0,hilly,3091,177.8,0,GC,2.2609,0,0
VanhouckeHarm,23,0,hilly,3091,177.8,0,GC,2.7889,0,0
HallerMarco,24,0,hilly,3091,177.8,0,Classic,2.7889,0,0
GrégoireRomain,25,0,hilly,3091,177.8,0,Classic,2.8295,0,0
EvenepoelRemco,26,0,hilly,3091,177.8,0,TT,2.931,0,0
PogačarTadej,27,0,hilly,3091,177.8,0,Climber,2.9987,0,0
VingegaardJonas,28,0,hilly,3091,177.8,0,GC,3.0123,0,0
SivakovPavel,29,0,hilly,3091,177.8,0,GC,3.0799,0,0
BenootTiesj,30,0,hilly,3091,177.8,0,Classic,3.1679,0,0
HirtJan,31,0,hilly,3091,177.8,0,GC,3.2966,0,0
BardetRomain,32,0,hilly,3091,177.8,0,Climber,3.3507,0,0
van AertWout,33,0,hilly,3091,177.8,0,Classic,3.4252,0,0
BarguilWarren,34,0,hilly,3091,177.8,0,Climber,3.4929,0,0
KüngStefan,35,0,hilly,3091,177.8,0,TT,3.6756,0,0
AbrahamsenJonas,36,0,hilly,3091,177.8,0,Classic,3.6756,0,0
ZimmermannGeorg,37,0,hilly,3091,177.8,0,Classic,3.7704,0,0
Gee-WestDerek,38,0,hilly,3091,177.8,0,Climber,3.8313,0,0
BuitragoSantiago,39,0,hilly,3091,177.8,0,Climber,3.8313,0,0
GallFelix,40,0,hilly,3091,177.8,0,Climber,3.8313,0,0
CicconeGiulio,41,0,hilly,3091,177.8,0,Climber,3.8313,0,0
AlmeidaJoão,42,0,hilly,3091,177.8,0,GC,3.8313,0,0
YatesAdam,43,0,hilly,3091,177.8,0,Climber,3.8313,0,0
RodríguezCarlos,44,0,hilly,3091,177.8,0,GC,3.8313,0,0
LandaMikel,45,0,hilly,3091,177.8,0,Climber,3.8313,0,0
Van WilderIlan,46,0,hilly,3091,177.8,0,GC,3.8313,0,0
JorgensonMatteo,47,0,hilly,3091,177.8,0,GC,3.8313,0,0
VeronaCarlos,48,0,hilly,3091,177.8,0,GC,3.8313,0,0
TejadaHarold,49,0,hilly,3091,177.8,0,Climber,3.8313,0,0
GodonDorian,50,0,hilly,3091,177.8,0,Hills,4.0547,0,0
HaigJack,51,0,hilly,3091,177.8,0,GC,4.2104,0,0
BernalEgan,52,0,hilly,3091,177.8,0,GC,4.2104,0,0
LaporteChristophe,53,0,hilly,3091,177.8,0,Classic,5.1513,0,0
KeldermanWilco,54,0,hilly,3091,177.8,0,GC,5.1784,0,0
RomoJavier,55,0,hilly,3091,177.8,0,GC,6.3697,0,0
CastroviejoJonathan,56,0,hilly,3091,177.8,0,TT,6.3697,0,0
HindleyJai,57,0,hilly,3091,177.8,0,Climber,6.3697,0,0
SolerMarc,58,0,hilly,3091,177.8,0,Climber,6.3697,0,0
MartinezLenny,59,0,hilly,3091,177.8,0,Climber,6.3697,0,0
Juul-JensenChristopher,60,0,hilly,3091,177.8,0,GC,6.3697,0,0
FuglsangJakob,61,0,hilly,3091,177.8,0,GC,6.8233,0,0
ProdhommeNicolas,62,0,hilly,3091,177.8,0,GC,6.8233,0,0
PowlessNeilson,63,0,hilly,3091,177.8,0,Classic,7.1076,0,0
HealyBen,64,0,hilly,3091,177.8,0,Climber,7.1076,0,0
RussoClément,65,0,hilly,3091,177.8,0,Classic,7.1076,0,0
FormoloDavide,66,0,hilly,3091,177.8,0,Climber,7.1076,0,0
PetersNans,67,0,hilly,3091,177.8,0,Classic,7.1076,0,0
NaesenOliver,68,0,hilly,3091,177.8,0,Classic,7.1076,0,0
SobreroMatteo,69,0,hilly,3091,177.8,0,TT,7.1076,0,0
GoossensKobe,70,0,hilly,3091,177.8,0,Classic,7.1076,0,0
GachignardThomas,71,0,hilly,3091,177.8,0,GC,7.1076,0,0
NeilandsKrists,72,0,hilly,3091,177.8,0,Classic,7.1076,0,0
GauduDavid,73,0,hilly,3091,177.8,0,Climber,7.4528,0,0
ThomasGeraint,74,0,hilly,3091,177.8,0,GC,7.4528,0,0
GibbonsRyan,75,0,hilly,3091,177.8,0,Hills,7.5814,0,0
VauquelinKévin,76,0,hilly,3091,177.8,0,GC,7.7777,0,0
García PiernaRaúl,77,0,hilly,3091,177.8,0,GC,7.7777,0,0
LemmenBart,78,0,hilly,3091,177.8,0,GC,7.7777,0,0
OliveiraNelson,79,0,hilly,3091,177.8,0,TT,7.9943,0,0
StuyvenJasper,80,0,hilly,3091,177.8,0,Classic,8.0417,0,0
PolittNils,81,0,hilly,3091,177.8,0,Classic,8.1162,0,0
De LieArnaud,82,0,hilly,3091,177.8,0,Classic,9.1992,0,0
TurnerBen,83,0,hilly,3091,177.8,0,Hills,9.937,0,0
LauranceAxel,84,0,hilly,3091,177.8,0,Hills,9.9844,0,0
GrignardSébastien,85,0,hilly,3091,177.8,0,Classic,9.9844,0,0
ZingleAxel,86,0,hilly,3091,177.8,0,Classic,9.9844,0,0
JohannessenTobias Halland,87,0,hilly,3091,177.8,0,Climber,10.0115,0,0
TillerRasmus,88,0,hilly,3091,177.8,0,Classic,10.0115,0,0
GeschkeSimon,89,0,hilly,3091,177.8,0,Climber,10.0115,0,0
BeullensCedric,90,0,hilly,3091,177.8,0,Classic,10.0995,0,0
Van MoerBrent,91,0,hilly,3091,177.8,0,Classic,10.0995,0,0
StewartJake,92,0,hilly,3091,177.8,0,Hills,10.0995,0,0
AckermannPascal,93,0,hilly,3091,177.8,0,Sprint,10.0995,0,0
LapeiraPaul,94,0,hilly,3091,177.8,0,Classic,10.0995,0,0
MezgecLuka,95,0,hilly,3091,177.8,0,Hills,10.0995,0,0
TratnikJan,96,0,hilly,3091,177.8,0,TT,10.0995,0,0
MatthewsMichael,97,0,hilly,3091,177.8,0,Classic,10.0995,0,0
DurbridgeLuke,98,0,hilly,3091,177.8,0,TT,10.0995,0,0
van PoppelDanny,99,0,hilly,3091,177.8,0,Sprint,10.0995,0,0
van der PoelMathieu,100,0,hilly,3091,177.8,0,Classic,10.0995,0,0
ArndtNikias,101,0,hilly,3091,177.8,0,Hills,10.0995,0,0
QuinnSean,102,0,hilly,3091,177.8,0,GC,10.0995,0,0
CostaRui,103,0,hilly,3091,177.8,0,GC,10.0995,0,0
KristoffAlexander,104,0,hilly,3091,177.8,0,Classic,10.0995,0,0
van den BergMarijn,105,0,hilly,3091,177.8,0,Hills,10.0995,0,0
BisseggerStefan,106,0,hilly,3091,177.8,0,TT,10.0995,0,0
HouleHugo,107,0,hilly,3091,177.8,0,GC,10.0995,0,0
BurgaudeauMathieu,108,0,hilly,3091,177.8,0,Hills,10.0995,0,0
TeunissenMike,109,0,hilly,3091,177.8,0,Classic,10.0995,0,0
RexLaurenz,110,0,hilly,3091,177.8,0,Classic,10.0995,0,0
MohoričMatej,111,0,hilly,3091,177.8,0,Classic,10.0995,0,0
CoquardBryan,112,0,hilly,3091,177.8,0,Sprint,10.0995,0,0
DenzNico,113,0,hilly,3091,177.8,0,Hills,10.0995,0,0
GroenewegenDylan,114,0,hilly,3091,177.8,0,Sprint,10.0995,0,0
GirmayBiniam,115,0,hilly,3091,177.8,0,Classic,10.0995,0,0
LazkanoOier,116,0,hilly,3091,177.8,0,Classic,10.0995,0,0
MühlbergerGregor,117,0,hilly,3091,177.8,0,Climber,10.1469,0,0
DujardinSandy,118,0,hilly,3091,177.8,0,Classic,10.1469,0,0
VercherMattéo,119,0,hilly,3091,177.8,0,Hills,10.1469,0,0
AllegaertPiet,120,0,hilly,3091,177.8,0,Classic,10.1469,0,0
MosconGianni,121,0,hilly,3091,177.8,0,Classic,10.3703,0,0
VermeerschGianni,122,0,hilly,3091,177.8,0,Classic,11.0607,0,0
LampaertYves,123,0,hilly,3091,177.8,0,Classic,11.0607,0,0
WellensTim,124,0,hilly,3091,177.8,0,GC,11.0607,0,0
van den BroekFrank,125,0,hilly,3091,177.8,0,GC,11.0607,0,0
EekhoffNils,126,0,hilly,3091,177.8,0,Classic,11.0607,0,0
DegenkolbJohn,127,0,hilly,3091,177.8,0,Classic,11.0607,0,0
KwiatkowskiMichał,128,0,hilly,3091,177.8,0,Classic,11.0607,0,0
DillierSilvan,129,0,hilly,3091,177.8,0,Classic,11.0607,0,0
ChampoussinClément,130,0,hilly,3091,177.8,0,Climber,11.0607,0,0
MozzatoLuca,131,0,hilly,3091,177.8,0,Classic,11.0607,0,0
TurgisAnthony,132,0,hilly,3091,177.8,0,Classic,11.0607,0,0
CavendishMark,133,0,hilly,3091,177.8,0,Sprint,11.0607,0,0
DémareArnaud,134,0,hilly,3091,177.8,0,Classic,11.0607,0,0
CampenaertsVictor,135,0,hilly,3091,177.8,0,TT,11.0607,0,0
PhilipsenJasper,136,0,hilly,3091,177.8,0,Sprint,11.0607,0,0
GenietsKevin,137,0,hilly,3091,177.8,0,Classic,11.0607,0,0
PageHugo,138,0,hilly,3091,177.8,0,Classic,11.0607,0,0
McLayDaniel,139,0,hilly,3091,177.8,0,Sprint,11.0607,0,0
GrellierFabien,140,0,hilly,3091,177.8,0,Classic,11.0607,0,0
DriznersJarrad,141,0,hilly,3091,177.8,0,GC,11.0607,0,0
WærenskjoldSøren,142,0,hilly,3091,177.8,0,Classic,11.2232,0,0
BalleriniDavide,143,0,hilly,3091,177.8,0,Classic,11.3179,0,0
BolCees,144,0,hilly,3091,177.8,0,Sprint,11.3179,0,0
GhysRobbe,145,0,hilly,3091,177.8,0,Classic,11.5887,0,0
CampenaertsVictor,1,1,hilly,3123,179.5,0,TT,0.0,0,0
VercherMattéo,2,0,hilly,3123,179.5,0,Hills,0.0,0,0
KwiatkowskiMichał,3,0,hilly,3123,179.5,0,Classic,0.0,0,0
SkujiņšToms,4,0,hilly,3123,179.5,0,Classic,0.1465,0,0
LazkanoOier,5,0,hilly,3123,179.5,0,Classic,0.1465,0,0
LemmenBart,6,0,hilly,3123,179.5,0,GC,0.1465,0,0
NeilandsKrists,7,0,hilly,3123,179.5,0,Classic,0.1465,0,0
HindleyJai,8,0,hilly,3123,179.5,0,Climber,0.1465,0,0
van AertWout,9,0,hilly,3123,179.5,0,Classic,0.2463,0,0
MatthewsMichael,10,0,hilly,3123,179.5,0,Classic,0.2463,0,0
GodonDorian,11,0,hilly,3123,179.5,0,Hills,0.2463,0,0
PacherQuentin,12,0,hilly,3123,179.5,0,Hills,0.2463,0,0
García PiernaRaúl,13,0,hilly,3123,179.5,0,GC,0.2463,0,0
AranburuAlex,14,0,hilly,3123,179.5,0,Classic,0.2463,0,0
BernardJulien,15,0,hilly,3123,179.5,0,GC,0.2463,0,0
ChampoussinClément,16,0,hilly,3123,179.5,0,Climber,0.2463,0,0
BurgaudeauMathieu,17,0,hilly,3123,179.5,0,Hills,0.2463,0,0
JohannessenTobias Halland,18,0,hilly,3123,179.5,0,Climber,0.2463,0,0
HouleHugo,19,0,hilly,3123,179.5,0,GC,0.2463,0,0
JegatJordan,20,0,hilly,3123,179.5,0,Climber,0.2463,0,0
van den BroekFrank,21,0,hilly,3123,179.5,0,GC,0.2463,0,0
CrasSteff,22,0,hilly,3123,179.5,0,GC,0.2463,0,0
ZimmermannGeorg,23,0,hilly,3123,179.5,0,Classic,0.2463,0,0
MeintjesLouis,24,0,hilly,3123,179.5,0,GC,0.2463,0,0
QuinnSean,25,0,hilly,3123,179.5,0,GC,0.2463,0,0
PoelsWout,26,0,hilly,3123,179.5,0,Climber,0.2463,0,0
MadouasValentin,27,0,hilly,3123,179.5,0,Classic,0.2463,0,0
MartinGuillaume,28,0,hilly,3123,179.5,0,Climber,0.2463,0,0
MühlbergerGregor,29,0,hilly,3123,179.5,0,Climber,0.2463,0,0
CarapazRichard,30,0,hilly,3123,179.5,0,Climber,0.4594,0,0
ProdhommeNicolas,31,0,hilly,3123,179.5,0,GC,0.6991,0,0
ThomasGeraint,32,0,hilly,3123,179.5,0,GC,1.245,0,0
ArmirailBruno,33,0,hilly,3123,179.5,0,TT,1.3981,0,0
GibbonsRyan,34,0,hilly,3123,179.5,0,Hills,5.4594,0,0
NaesenOliver,35,0,hilly,3123,179.5,0,Classic,5.4594,0,0
KeldermanWilco,36,0,hilly,3123,179.5,0,GC,5.4594,0,0
BenootTiesj,37,0,hilly,3123,179.5,0,Classic,5.4594,0,0
JorgensonMatteo,38,0,hilly,3123,179.5,0,GC,5.4594,0,0
LaporteChristophe,39,0,hilly,3123,179.5,0,Classic,5.4594,0,0
VingegaardJonas,40,0,hilly,3123,179.5,0,GC,5.4594,0,0
TratnikJan,41,0,hilly,3123,179.5,0,TT,5.4594,0,0
PolittNils,42,0,hilly,3123,179.5,0,Classic,5.4594,0,0
AlmeidaJoão,43,0,hilly,3123,179.5,0,GC,5.4594,0,0
PogačarTadej,44,0,hilly,3123,179.5,0,Climber,5.4594,0,0
EvenepoelRemco,45,0,hilly,3123,179.5,0,TT,5.4594,0,0
SivakovPavel,46,0,hilly,3123,179.5,0,GC,5.4594,0,0
RodríguezCarlos,47,0,hilly,3123,179.5,0,GC,5.4594,0,0
LandaMikel,48,0,hilly,3123,179.5,0,Climber,5.4594,0,0
PetersNans,49,0,hilly,3123,179.5,0,Classic,5.4594,0,0
MosconGianni,50,0,hilly,3123,179.5,0,Classic,5.4594,0,0
LapeiraPaul,51,0,hilly,3123,179.5,0,Classic,5.4594,0,0
Van WilderIlan,52,0,hilly,3123,179.5,0,GC,5.4594,0,0
TurnerBen,53,0,hilly,3123,179.5,0,Hills,5.4594,0,0
GallFelix,54,0,hilly,3123,179.5,0,Climber,5.4594,0,0
CicconeGiulio,55,0,hilly,3123,179.5,0,Climber,5.4594,0,0
VeronaCarlos,56,0,hilly,3123,179.5,0,GC,5.4594,0,0
YatesAdam,57,0,hilly,3123,179.5,0,Climber,5.4594,0,0
HaigJack,58,0,hilly,3123,179.5,0,GC,5.4594,0,0
Gee-WestDerek,59,0,hilly,3123,179.5,0,Climber,5.4594,0,0
BuitragoSantiago,60,0,hilly,3123,179.5,0,Climber,5.4594,0,0
De PlusLaurens,61,0,hilly,3123,179.5,0,GC,5.4594,0,0
RussoClément,62,0,hilly,3123,179.5,0,Classic,5.4594,0,0
StuyvenJasper,63,0,hilly,3123,179.5,0,Classic,5.4594,0,0
HirtJan,64,0,hilly,3123,179.5,0,GC,5.4594,0,0
YatesSimon,65,0,hilly,3123,179.5,0,Climber,5.4594,0,0
PowlessNeilson,66,0,hilly,3123,179.5,0,Classic,5.4594,0,0
CastroviejoJonathan,67,0,hilly,3123,179.5,0,TT,5.4594,0,0
RodríguezCristián,68,0,hilly,3123,179.5,0,GC,5.4594,0,0
KüngStefan,69,0,hilly,3123,179.5,0,TT,5.4594,0,0
LampaertYves,70,0,hilly,3123,179.5,0,Classic,5.4594,0,0
BisseggerStefan,71,0,hilly,3123,179.5,0,TT,5.4594,0,0
GrégoireRomain,72,0,hilly,3123,179.5,0,Classic,5.4594,0,0
HallerMarco,73,0,hilly,3123,179.5,0,Classic,5.4594,0,0
JungelsBob,74,0,hilly,3123,179.5,0,TT,5.4594,0,0
CostaRui,75,0,hilly,3123,179.5,0,GC,5.4594,0,0
RomoJavier,76,0,hilly,3123,179.5,0,GC,5.4594,0,0
EikingOdd Christian,77,0,hilly,3123,179.5,0,GC,5.4594,0,0
ZingleAxel,78,0,hilly,3123,179.5,0,Classic,5.4594,0,0
CortMagnus,79,0,hilly,3123,179.5,0,Hills,5.4594,0,0
